tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,m_focal,num_words,district,refCountry,redCards,n_focal,gender,dyad,deny
Posterior,HTB1718,0,12,22.0,3.49014071,0.0,Pan,Ebolwa,3,106,72173,44,0,10,1,7,0
Premolar,HTB1718,0,8,27.0,3.49014071,0.0,Pan,Ebolwa,2,106,72207,3,0,5,2,4,0
Anterior,HTB1719,0,11,22.0,5.06022442,0.0,Pan,Ebolwa,2,383,72348,44,0,5,1,4,0
Posterior,HTB1719,1,11,57.0,5.06022442,0.0,Pan,Ebolwa,4,383,65102,44,0,13,2,3,0
Premolar,HTB1719,0,8,17.5,5.06022442,0.0,Pan,Ebolwa,2,145,65649,8,0,5,1,5,0
Anterior,HTB1720,3,12,57.0,2.03288089,0.0,Pan,Ebolwa,4,120,68973,8,0,13,1,1,1
Posterior,HTB1720,4,12,22.0,2.03288089,0.0,Pan,Ebolwa,2,120,69435,54,0,6,1,5,0
Premolar,HTB1720,5,8,42.0,2.03288089,0.0,Pan,Ebolwa,2,145,70730,64,0,5,1,4,0
Anterior,HTB1721,0,12,22.0,3.56943631,0.0,Pan,Ebolwa,2,166,63362,45,0,5,1,4,0
Posterior,HTB1721,0,12,22.0,3.56943631,0.0,Pan,Ebolwa,4,120,68932,64,0,13,2,3,0
Premolar,HTB1721,0,8,32.0,3.56943631,0.0,Pan,Ebolwa,3,324,72371,8,0,10,1,4,1
Anterior,HTB1722,0,12,27.0,4.08550898,0.0,Pan,Ebolwa,2,106,66910,72,0,6,2,5,0
Posterior,HTB1722,0,12,22.0,4.08550898,0.0,Pan,Ebolwa,4,324,71084,37,0,13,1,3,0
Premolar,HTB1722,0,8,37.0,4.08550898,0.0,Pan,Ebolwa,2,324,64196,72,0,5,1,5,0
Anterior,HTB1723,0,12,32.0,5.00049123,0.0,Pan,Ebolwa,4,106,69872,8,0,13,1,3,0
Posterior,HTB1723,0,12,37.0,5.00049123,0.0,Pan,Ebolwa,3,324,71852,8,0,10,1,7,0
Premolar,HTB1723,0,8,37.0,5.00049123,0.0,Pan,Ebolwa,2,324,64626,48,0,5,2,4,0
Anterior,HTB1724,0,12,57.0,3.56943631,0.0,Pan,Ebolwa,3,166,69591,1,0,10,2,7,0
Posterior,HTB1724,0,12,27.0,3.56943631,0.0,Pan,Ebolwa,3,166,65045,7,0,10,1,7,0
Premolar,HTB1724,0,8,42.0,3.56943631,0.0,Pan,Ebolwa,2,120,70680,7,0,5,1,1,0
Anterior,HTB1726,5,12,57.0,4.90072026,0.0,Pan,Ebolwa,2,324,63750,7,0,5,2,1,0
Posterior,HTB1726,0,12,37.0,4.90072026,0.0,Pan,Ebolwa,2,166,69948,7,0,5,2,5,1
Premolar,HTB1726,0,8,37.0,4.90072026,0.0,Pan,Ebolwa,2,383,66795,3,0,5,2,6,0
Anterior,HTB1735,0,12,37.0,3.68843519,0.0,Pan,Ebolwa,3,383,70425,111,0,10,2,6,0
Posterior,HTB1735,0,12,27.0,3.68843519,0.0,Pan,Ebolwa,3,145,70870,8,0,10,2,6,0
Premolar,HTB1735,0,8,37.0,3.68843519,0.0,Pan,Ebolwa,3,383,65185,32,0,10,2,6,0
Anterior,HTB1737,0,12,22.0,5.71763847,0.0,Pan,Ebolwa,2,166,62745,48,0,5,1,6,1
Posterior,HTB1737,0,9,57.0,5.71763847,0.0,Pan,Ebolwa,2,106,61952,3,0,5,1,5,0
Premolar,HTB1737,0,7,37.0,5.71763847,0.0,Pan,Ebolwa,2,106,71035,44,0,6,2,5,0
Anterior,HTB1738,0,12,22.0,3.80749511,0.0,Pan,Ebolwa,3,145,71522,8,0,10,2,6,1
Posterior,HTB1738,0,12,27.0,3.80749511,0.0,Pan,Ebolwa,4,324,70847,93,0,13,2,3,1
Premolar,HTB1738,0,8,57.0,3.80749511,0.0,Pan,Ebolwa,3,106,71019,71,0,10,2,3,0
Anterior,HTB1739,0,12,32.0,4.16498874,0.0,Pan,Ebolwa,2,166,66761,40,0,5,2,5,0
Posterior,HTB1739,0,12,22.0,4.16498874,0.0,Pan,Ebolwa,4,166,69815,7,0,13,1,3,0
Premolar,HTB1739,0,8,32.0,4.16498874,0.0,Pan,Ebolwa,4,383,62679,8,0,13,1,1,0
Anterior,HTB1741,0,12,37.0,5.83722718,0.0,Pan,Ebolwa,4,120,67595,77,0,13,1,1,0
Posterior,HTB1741,0,12,32.0,5.83722718,0.0,Pan,Ebolwa,2,120,66837,8,0,5,2,5,0
Premolar,HTB1741,0,8,42.0,5.83722718,0.0,Pan,Ebolwa,4,120,61929,48,0,13,1,1,0
Anterior,HTB1744,0,12,27.0,3.92661051,0.0,Pan,Ebolwa,2,106,66613,48,0,5,1,6,1
Posterior,HTB1744,0,12,37.0,3.92661051,0.0,Pan,Ebolwa,3,166,62596,8,0,10,1,4,0
Premolar,HTB1744,0,8,37.0,3.92661051,0.0,Pan,Ebolwa,2,145,69039,8,0,5,2,1,0
Anterior,HTB1745,0,12,32.0,3.68843519,0.0,Pan,Ebolwa,3,383,69195,58,0,10,2,4,0
Posterior,HTB1745,0,12,22.0,3.68843519,0.0,Pan,Ebolwa,2,120,67736,8,0,5,2,4,0
Premolar,HTB1745,0,8,27.0,3.68843519,0.0,Pan,Ebolwa,2,145,70854,44,0,5,2,4,0
Anterior,HTB1748,1,12,27.0,7.03383117,0.0,Pan,Ebolwa,3,383,69690,3,0,10,1,8,0
Posterior,HTB1748,4,11,42.0,7.03383117,0.0,Pan,Ebolwa,3,145,69179,64,0,10,1,2,0
Premolar,HTB1748,0,8,42.0,7.03383117,0.0,Pan,Ebolwa,2,106,68197,44,0,5,1,4,0
Anterior,HTB1758,0,12,27.0,3.92661051,0.0,Pan,Ebolwa,2,145,66530,7,0,5,1,5,1
Posterior,HTB1758,0,12,22.0,3.92661051,0.0,Pan,Ebolwa,3,145,69336,7,0,10,1,7,0
Premolar,HTB1758,0,8,37.0,3.92661051,0.0,Pan,Ebolwa,2,166,69849,44,0,6,1,5,0
Anterior,HTB1768,0,12,22.0,3.92661051,0.0,Pan,Ebolwa,2,120,62554,8,0,5,2,5,0
Posterior,HTB1768,0,12,27.0,3.92661051,0.0,Pan,Ebolwa,3,106,70714,1,0,10,2,8,0
Premolar,HTB1768,0,8,32.0,3.92661051,0.0,Pan,Ebolwa,3,166,66381,3,0,10,1,4,0
Anterior,HTB1775,1,11,27.0,5.01978364,0.0,Pan,French Cameroons,2,120,63990,44,0,6,1,5,0
Posterior,HTB1775,0,12,27.0,5.01978364,0.0,Pan,French Cameroons,3,145,68361,44,0,10,1,4,0
Premolar,HTB1775,0,7,42.0,5.01978364,0.0,Pan,French Cameroons,2,145,64113,8,0,6,2,5,0
Anterior,HTB1791,0,12,27.0,4.28424336,0.0,Pan,Ebolwa,3,120,72553,7,0,10,1,8,0
Posterior,HTB1791,0,12,27.0,4.28424336,0.0,Pan,Ebolwa,2,383,72355,139,0,5,1,5,0
Premolar,HTB1791,0,8,32.0,4.28424336,0.0,Pan,Ebolwa,3,145,70300,58,0,10,2,7,0
Anterior,HTB1882,0,12,32.0,3.33164782,0.0,Pan,Ebolwa,2,120,70805,44,0,5,2,4,0
Posterior,HTB1882,0,12,22.0,3.33164782,0.0,Pan,Ebolwa,2,383,67967,8,0,5,2,4,0
Premolar,HTB1882,0,8,37.0,3.33164782,0.0,Pan,Ebolwa,4,324,70938,8,0,13,2,3,0
Anterior,HTB1888,0,12,27.0,5.83722718,0.0,Pan,French Cameroons,2,166,62828,52,0,5,1,5,0
Posterior,HTB1888,0,12,27.0,5.83722718,0.0,Pan,French Cameroons,4,383,63693,48,0,13,1,1,0
Premolar,HTB1888,0,8,27.0,5.83722718,0.0,Pan,French Cameroons,2,106,72132,34,0,6,1,5,0
Anterior,HTB1889,0,12,32.0,6.01663882,0.0,Pan,French Cameroons,2,324,69575,7,0,5,2,4,0
Posterior,HTB1889,0,12,27.0,6.01663882,0.0,Pan,French Cameroons,2,383,63610,8,0,5,2,4,0
Premolar,HTB1889,0,8,52.0,6.01663882,0.0,Pan,French Cameroons,4,106,63941,3,0,13,1,3,0
Anterior,HTB1890,0,12,27.0,4.0457765,0.0,Pan,French Cameroons,3,120,68163,8,0,10,2,4,0
Posterior,HTB1890,0,12,37.0,4.0457765,0.0,Pan,French Cameroons,2,106,68007,7,0,6,2,5,0
Premolar,HTB1890,0,8,27.0,4.0457765,0.0,Pan,French Cameroons,4,120,72108,7,0,13,2,3,1
Anterior,HTB1903,0,12,52.0,4.40353691,0.0,Pan,French Cameroons,2,106,67975,57,0,5,2,5,0
Posterior,HTB1903,0,12,57.0,4.40353691,0.0,Pan,French Cameroons,4,166,66480,8,0,13,2,3,0
Premolar,HTB1903,0,8,27.0,4.40353691,0.0,Pan,French Cameroons,3,383,64766,8,0,10,2,7,0
Anterior,HTB1956,0,12,37.0,6.19608209,0.0,Pan,French Cameroons,2,120,64832,3,0,5,2,4,0
Posterior,HTB1956,0,12,22.0,6.19608209,0.0,Pan,French Cameroons,3,120,65359,44,0,10,1,7,0
Premolar,HTB1956,0,8,32.0,6.19608209,0.0,Pan,French Cameroons,3,120,69385,44,0,10,2,7,0
Anterior,HTB1957,0,12,37.0,4.42495725,0.0,Pan,French Cameroons,2,106,71654,58,0,5,2,1,0
Posterior,HTB1957,6,12,22.0,4.42495725,0.0,Pan,French Cameroons,2,145,62794,7,0,5,2,1,0
Premolar,HTB1957,3,8,42.0,4.42495725,0.0,Pan,French Cameroons,2,324,68049,8,0,5,2,5,1
Anterior,HTB1958,1,12,52.0,6.67473274,0.0,Pan,French Cameroons,2,383,69955,48,0,5,2,6,0
Posterior,HTB1958,0,12,37.0,6.67473274,0.0,Pan,French Cameroons,3,166,63479,15,0,10,2,6,1
Premolar,HTB1958,0,8,27.0,6.67473274,0.0,Pan,French Cameroons,3,383,69708,7,0,10,2,6,0
Anterior,HTB1959,0,12,32.0,5.83722718,0.0,Pan,French Cameroons,3,324,66498,3,0,10,2,6,0
Posterior,HTB1959,0,12,27.0,5.83722718,0.0,Pan,French Cameroons,2,120,61879,7,0,5,2,6,0
Premolar,HTB1959,0,8,27.0,5.83722718,0.0,Pan,French Cameroons,2,166,61838,44,0,5,2,5,0
Anterior,HTB2001,0,12,37.0,3.45050478,0.0,Pan,French Cameroons,2,324,75085,101,0,6,1,5,0
Posterior,HTB2001,0,12,47.0,3.45050478,0.0,Pan,French Cameroons,3,324,61887,44,0,10,2,6,1
Premolar,HTB2001,0,8,32.0,3.45050478,0.0,Pan,French Cameroons,4,166,62885,44,0,13,1,3,0
Anterior,HTB2026,0,12,27.0,3.92661051,0.0,Pan,Ebolwa,3,324,64998,7,0,10,1,3,0
Posterior,HTB2026,0,12,57.0,3.92661051,0.0,Pan,Ebolwa,2,383,66845,21,0,5,2,5,0
Premolar,HTB2026,0,8,22.0,3.92661051,0.0,Pan,Ebolwa,4,324,66886,44,0,13,2,3,0
Anterior,HTB2027,0,12,42.0,3.68843519,0.0,Pan,Ebolwa,4,166,70672,8,0,13,1,1,0
Posterior,HTB2027,0,12,57.0,3.68843519,0.0,Pan,Ebolwa,4,120,69021,103,0,13,1,1,0
Premolar,HTB2027,0,8,57.0,3.68843519,0.0,Pan,Ebolwa,2,120,66399,44,0,5,1,5,0
Anterior,HTB2032,0,12,22.0,3.39106649,0.0,Pan,Ebolwa,4,120,65219,8,0,13,2,1,0
Posterior,HTB2032,0,12,32.0,3.39106649,0.0,Pan,Ebolwa,2,106,68726,3,0,5,1,6,0
Premolar,HTB2032,0,8,42.0,3.39106649,0.0,Pan,Ebolwa,3,383,64170,3,0,10,1,4,0
Anterior,HTB2033,0,12,27.0,3.68843519,0.0,Pan,Ebolwa,2,383,62109,7,0,5,2,1,0
Posterior,HTB2033,0,12,32.0,3.68843519,0.0,Pan,Ebolwa,3,324,70995,71,0,10,1,4,0
Premolar,HTB2033,0,8,27.0,3.68843519,0.0,Pan,Ebolwa,2,383,70979,44,0,5,1,4,0
Anterior,HTB2034,0,12,27.0,3.80749511,0.0,Pan,Ebolwa,2,106,68866,44,0,5,1,4,0
Posterior,HTB2034,0,12,32.0,3.80749511,0.0,Pan,Ebolwa,3,120,61978,58,0,10,2,8,0
Premolar,HTB2034,0,8,37.0,3.80749511,0.0,Pan,Ebolwa,3,324,66779,3,0,10,2,2,0
Anterior,HTB2747,2,12,42.0,9.02231946,0.0,Pan,French Cameroons,2,324,68353,3,1,5,1,4,0
Posterior,HTB2747,1,12,32.0,9.02231946,0.0,Pan,French Cameroons,2,120,61911,7,0,5,1,5,0
Premolar,HTB2747,0,8,32.0,9.02231946,0.0,Pan,French Cameroons,3,383,66407,8,0,10,1,7,1
Anterior,HTB2748,0,12,37.0,3.33164782,0.0,Pan,French Cameroons,2,120,70961,44,0,6,1,5,0
Posterior,HTB2748,0,12,22.0,3.33164782,0.0,Pan,French Cameroons,2,383,62976,8,0,5,1,5,0
Premolar,HTB2748,0,8,27.0,3.33164782,0.0,Pan,French Cameroons,3,166,71696,8,0,10,1,8,0
Anterior,HTB2751,0,12,27.0,6.79442263,0.0,Pan,French Cameroons,3,324,66373,49,0,10,1,4,0
Posterior,HTB2751,3,10,27.0,6.79442263,0.0,Pan,French Cameroons,2,120,66852,45,1,6,1,5,1
Premolar,HTB2751,0,8,32.0,6.79442263,0.0,Pan,French Cameroons,3,120,72470,8,0,10,2,4,0
Anterior,HTB2756,0,12,32.0,3.92661051,0.0,Pan,French Cameroons,2,145,71787,7,0,6,2,5,0
Posterior,HTB2756,0,12,22.0,3.92661051,0.0,Pan,French Cameroons,3,120,70078,48,0,10,1,8,0
Premolar,HTB2756,0,8,27.0,3.92661051,0.0,Pan,French Cameroons,2,145,66340,7,0,5,2,5,0
Anterior,HTB2771,0,12,27.0,3.2128737,0.0,Pan,French Cameroons,3,383,62893,7,0,10,1,7,0
Posterior,HTB2771,0,12,37.0,3.2128737,0.0,Pan,French Cameroons,2,324,70698,3,0,5,1,4,0
Premolar,HTB2771,0,8,37.0,3.2128737,0.0,Pan,French Cameroons,2,106,68080,111,0,5,2,4,0
Anterior,HTB2823,0,12,22.0,5.83722718,0.0,Pan,French Cameroons,4,383,65318,101,0,13,2,3,0
Posterior,HTB2823,0,12,37.0,5.83722718,0.0,Pan,French Cameroons,2,383,69492,8,0,5,2,5,0
Premolar,HTB2823,0,8,22.0,5.83722718,0.0,Pan,French Cameroons,4,106,64600,48,0,13,2,1,0
Anterior,HTB3398,0,12,52.0,3.56943631,0.0,Pan,West Africa,2,324,70896,1,0,6,2,5,0
Posterior,HTB3398,0,12,22.0,3.56943631,0.0,Pan,West Africa,2,166,66233,8,0,5,2,4,0
Premolar,HTB3398,0,8,32.0,3.56943631,0.0,Pan,West Africa,2,166,70623,44,0,5,2,4,0
Anterior,HTB3411,0,6,32.0,6.79442263,0.0,Pan,West Africa,4,106,69500,44,0,13,1,3,0
Posterior,HTB3411,0,6,22.0,6.79442263,0.0,Pan,West Africa,3,120,70789,3,0,10,2,4,0
Premolar,HTB3411,0,4,27.0,6.79442263,0.0,Pan,West Africa,2,324,70797,7,0,6,2,5,0
Anterior,HTB3412,0,12,22.0,2.97561367,0.0,Pan,West Africa,4,106,71142,3,0,13,1,3,0
Posterior,HTB3412,0,12,27.0,2.97561367,0.0,Pan,West Africa,2,166,65334,102,0,5,1,5,0
Premolar,HTB3412,0,8,37.0,2.97561367,0.0,Pan,West Africa,4,324,69104,64,0,13,1,3,0
Anterior,HTB3413,0,12,22.0,3.33164782,0.0,Pan,West Africa,3,324,70839,44,0,10,1,7,0
Posterior,HTB3413,0,12,37.0,3.33164782,0.0,Pan,West Africa,2,120,75002,44,0,5,2,4,0
Premolar,HTB3413,0,8,37.0,3.33164782,0.0,Pan,West Africa,3,145,69773,1,0,10,2,7,0
Anterior,HTB3418,0,12,42.0,5.06022442,0.0,Pan,West Africa,3,145,68882,44,0,10,2,7,0
Posterior,HTB3418,0,12,22.0,5.06022442,0.0,Pan,West Africa,2,166,70003,44,0,5,2,1,0
Premolar,HTB3418,0,8,52.0,5.06022442,0.0,Pan,West Africa,2,166,69757,7,0,5,2,1,0
Anterior,HTB3434,0,12,27.0,2.97561367,0.0,Pan,West Africa,2,120,69732,38,0,5,2,5,0
Posterior,HTB3434,0,12,27.0,2.97561367,0.0,Pan,West Africa,2,106,61812,8,0,5,2,6,0
Premolar,HTB3434,0,8,42.0,2.97561367,0.0,Pan,West Africa,3,166,69211,49,0,10,2,6,1
Anterior,HTB3436,0,12,22.0,6.55505315,0.0,Pan,West Africa,3,324,65367,45,0,10,2,6,0
Posterior,HTB3436,0,12,22.0,6.55505315,0.0,Pan,West Africa,3,145,69419,115,0,10,1,6,0
Premolar,HTB3436,0,8,22.0,6.55505315,0.0,Pan,West Africa,2,120,69781,72,0,5,1,6,0
Anterior,HTB3437,0,12,37.0,2.62063975,0.0,Pan,West Africa,2,324,69526,48,0,5,1,5,0
Posterior,HTB3437,0,12,37.0,2.62063975,0.0,Pan,West Africa,2,106,69252,3,0,6,2,5,0
Premolar,HTB3437,0,8,42.0,2.62063975,0.0,Pan,West Africa,3,145,68387,8,0,10,2,6,1
Anterior,HTB3515,0,12,47.0,2.68358343,0.0,Papio,East Africa,4,383,68965,48,0,13,2,3,0
Posterior,HTB3515,0,12,22.0,2.68358343,0.0,Papio,East Africa,3,383,65425,8,0,10,1,3,1
Premolar,HTB3515,0,8,32.0,2.68358343,0.0,Papio,East Africa,2,145,65391,3,1,5,1,5,0
Anterior,HTB3537,0,12,22.0,3.45050478,0.0,Pan,West Africa,4,383,61713,1,0,13,1,3,0
Posterior,HTB3537,0,12,32.0,3.45050478,0.0,Pan,West Africa,4,106,68056,36,0,13,2,1,0
Premolar,HTB3537,0,8,27.0,3.45050478,0.0,Pan,West Africa,4,120,69088,28,0,13,2,1,0
Anterior,HTB3538,0,12,37.0,3.80749511,0.0,Pan,West Africa,2,166,61747,102,0,5,1,5,1
Posterior,HTB3538,0,12,42.0,3.80749511,0.0,Pan,West Africa,4,324,61770,48,0,13,1,1,0
Premolar,HTB3538,0,8,37.0,3.80749511,0.0,Pan,West Africa,2,324,68908,3,0,5,1,6,0
Anterior,HTB3539,0,12,32.0,3.45050478,0.0,Pan,West Africa,3,324,69161,97,0,10,1,4,0
Posterior,HTB3539,0,9,42.0,3.45050478,0.0,Pan,West Africa,2,166,68981,38,0,5,1,1,0
Premolar,HTB3539,0,8,27.0,3.45050478,0.0,Pan,West Africa,3,383,69682,7,0,10,2,4,0
Anterior,HTB3551,1,12,22.0,3.92661051,0.0,Pan,West Africa,2,383,68957,44,0,5,2,4,0
Posterior,HTB3551,0,12,27.0,3.92661051,0.0,Pan,West Africa,2,166,69518,8,0,5,2,4,0
Premolar,HTB3551,0,8,22.0,3.92661051,0.0,Pan,West Africa,3,383,72611,139,0,10,1,8,0
Anterior,HTB3552,0,12,52.0,4.16498874,0.0,Pan,West Africa,3,145,72744,55,0,10,2,2,1
Posterior,HTB3552,0,12,32.0,4.16498874,0.0,Pan,West Africa,2,383,72751,8,0,5,1,4,0
Premolar,HTB3552,0,8,37.0,4.16498874,0.0,Pan,West Africa,2,324,75119,7,0,5,1,5,0
Anterior,IPHA.1,0,9,32.0,2.24541074,0.75,Homo sapiens,Afalou,3,120,61499,8,0,10,1,7,0
Posterior,IPHA.1,0,11,42.0,2.24541074,0.75,Homo sapiens,Afalou,2,145,61549,40,0,6,2,5,0
Premolar,IPHA.1,0,8,32.0,2.24541074,0.75,Homo sapiens,Afalou,2,120,61457,52,0,5,1,5,0
Anterior,IPHA.10b,2,12,27.0,3.66420581,0.5,Homo sapiens,Afalou,3,383,61523,8,0,10,1,8,0
Posterior,IPHA.10b,1,11,32.0,3.66420581,0.5,Homo sapiens,Afalou,3,166,62042,44,0,10,2,4,0
Premolar,IPHA.10b,0,8,22.0,3.66420581,0.5,Homo sapiens,Afalou,2,120,68536,30,0,6,1,5,0
Anterior,IPHA.12,0,12,22.0,3.35489121,0.75,Homo sapiens,Afalou,3,120,63834,58,0,10,1,4,0
Posterior,IPHA.12,3,12,42.0,3.35489121,0.75,Homo sapiens,Afalou,2,145,62331,72,0,6,1,5,0
Premolar,IPHA.12,0,8,52.0,3.35489121,0.75,Homo sapiens,Afalou,3,166,67306,8,0,10,1,8,0
Anterior,IPHA.13,2,12,37.0,3.6064238,0.75,Homo sapiens,Afalou,2,120,65722,4,0,5,2,5,0
Posterior,IPHA.13,0,12,47.0,3.6064238,0.75,Homo sapiens,Afalou,3,383,62174,8,0,10,1,7,0
Premolar,IPHA.13,0,8,57.0,3.6064238,0.75,Homo sapiens,Afalou,2,145,71795,44,0,5,2,4,0
Anterior,IPHA.14,5,12,32.0,3.08917899,0.5,Homo sapiens,Afalou,2,166,72181,8,0,5,1,4,0
Posterior,IPHA.14,0,12,27.0,3.08917899,0.5,Homo sapiens,Afalou,4,106,72298,8,0,13,1,3,0
Premolar,IPHA.14,0,8,22.0,3.08917899,0.5,Homo sapiens,Afalou,2,145,72041,7,0,5,2,5,0
Anterior,IPHA.15,2,6,22.0,3.46891175,0.75,Homo sapiens,Afalou,4,324,63594,44,0,13,1,1,0
Posterior,IPHA.15,0,5,22.0,3.46891175,0.75,Homo sapiens,Afalou,2,145,63370,7,0,6,1,5,0
Premolar,IPHA.15,0,2,42.0,3.46891175,0.75,Homo sapiens,Afalou,2,324,64709,7,0,5,2,4,0
Anterior,IPHA.2,3,12,57.0,2.63528098,0.75,Homo sapiens,Afalou,2,145,63560,30,0,5,2,4,0
Posterior,IPHA.2,0,12,27.0,2.63528098,0.75,Homo sapiens,Afalou,4,324,63230,44,0,13,1,3,0
Premolar,IPHA.2,0,8,22.0,2.63528098,0.75,Homo sapiens,Afalou,3,106,72058,15,0,10,1,4,0
Anterior,IPHA.22,1,10,37.0,2.19049743,0.25,Homo sapiens,Afalou,2,324,63842,71,0,6,2,5,0
Posterior,IPHA.22,0,10,32.0,2.19049743,0.25,Homo sapiens,Afalou,4,145,71811,32,0,13,2,3,0
Premolar,IPHA.22,0,7,22.0,2.19049743,0.25,Homo sapiens,Afalou,2,324,65748,8,0,5,2,5,0
Anterior,IPHA.25,1,6,22.0,3.92784897,0.75,Homo sapiens,Afalou,4,324,72272,101,0,13,2,3,0
Posterior,IPHA.25,3,10,52.0,3.92784897,0.75,Homo sapiens,Afalou,3,383,65961,22,0,10,2,7,0
Premolar,IPHA.25,0,8,37.0,3.92784897,0.75,Homo sapiens,Afalou,2,145,63313,48,0,5,2,4,0
Anterior,IPHA.28,1,12,32.0,3.89582582,0.75,Homo sapiens,Afalou,3,145,72199,3,1,10,2,7,0
Posterior,IPHA.28,0,12,42.0,3.89582582,0.75,Homo sapiens,Afalou,3,106,72215,3,0,10,2,7,0
Premolar,IPHA.28,0,8,27.0,3.89582582,0.75,Homo sapiens,Afalou,2,383,68379,49,0,5,2,1,0
Anterior,IPHA.29,2,12,37.0,2.41143228,0.25,Homo sapiens,Afalou,2,120,75440,34,0,5,2,1,1
Posterior,IPHA.29,2,12,27.0,2.41143228,0.25,Homo sapiens,Afalou,2,383,64816,7,0,5,1,5,0
Premolar,IPHA.29,0,8,22.0,2.41143228,0.25,Homo sapiens,Afalou,2,120,66050,44,0,5,2,6,0
Anterior,IPHA.3,0,6,32.0,3.89582582,0.25,Homo sapiens,Afalou,3,383,67819,44,0,10,1,6,1
Posterior,IPHA.3,1,6,27.0,3.89582582,0.25,Homo sapiens,Afalou,3,120,64758,72,0,10,1,6,0
Premolar,IPHA.3,0,4,27.0,3.89582582,0.25,Homo sapiens,Afalou,3,166,65870,8,0,10,2,6,0
Anterior,IPHA.30,2,12,32.0,2.91816725,0.5,Homo sapiens,Afalou,2,145,62380,44,0,5,1,6,0
Posterior,IPHA.30,0,12,37.0,2.91816725,0.5,Homo sapiens,Afalou,2,166,68999,8,0,5,1,5,0
Premolar,IPHA.30,0,8,47.0,2.91816725,0.5,Homo sapiens,Afalou,2,166,63578,58,0,6,1,5,1
Anterior,IPHA.34,2,12,27.0,2.80466038,0.25,Homo sapiens,Afalou,3,120,72538,49,0,10,1,6,0
Posterior,IPHA.34,0,10,37.0,2.80466038,0.25,Homo sapiens,Afalou,4,383,65680,44,0,13,2,3,0
Premolar,IPHA.34,0,8,32.0,2.80466038,0.25,Homo sapiens,Afalou,3,120,63461,8,0,10,2,3,1
Anterior,IPHA.36,9,12,32.0,10.5,0.75,Homo sapiens,Afalou,2,145,63404,52,0,5,1,5,0
Posterior,IPHA.36,4,5,42.0,10.5,0.75,Homo sapiens,Afalou,4,383,67199,44,0,13,1,3,0
Premolar,IPHA.36,5,7,27.0,10.5,0.75,Homo sapiens,Afalou,4,324,65078,3,0,13,2,1,0
Anterior,IPHA.45,0,6,27.0,2.30054789,0.5,Homo sapiens,Afalou,4,106,69369,7,0,13,2,1,0
Posterior,IPHA.45,0,6,22.0,2.30054789,0.5,Homo sapiens,Afalou,2,166,63438,14,0,5,1,5,0
Premolar,IPHA.45,0,4,27.0,2.30054789,0.5,Homo sapiens,Afalou,4,145,63321,3,0,13,2,1,0
Anterior,IPHA.46,2,12,27.0,2.63528098,0.5,Homo sapiens,Afalou,2,166,69450,8,0,5,1,6,0
Posterior,IPHA.46,1,7,37.0,2.63528098,0.5,Homo sapiens,Afalou,3,324,64592,3,0,10,2,4,1
Premolar,IPHA.46,1,6,37.0,2.63528098,0.5,Homo sapiens,Afalou,2,166,65193,3,0,5,2,1,1
Anterior,IPHA.47,0,9,22.0,3.77992193,0.75,Homo sapiens,Afalou,3,106,66142,3,0,10,2,4,0
Posterior,IPHA.47,0,12,37.0,3.77992193,0.75,Homo sapiens,Afalou,2,324,69120,7,0,5,2,4,0
Premolar,IPHA.47,0,8,22.0,3.77992193,0.75,Homo sapiens,Afalou,2,166,65110,3,0,5,2,4,0
Anterior,IPHA.48,1,11,32.0,2.35589319,0.75,Homo sapiens,Afalou,3,383,64477,44,0,10,2,8,0
Posterior,IPHA.48,1,11,27.0,2.35589319,0.75,Homo sapiens,Afalou,3,383,64691,3,0,10,2,2,0
Premolar,IPHA.48,0,8,22.0,2.35589319,0.75,Homo sapiens,Afalou,2,120,67421,7,0,5,2,4,0
Anterior,IPHA.49,2,12,27.0,3.89582582,0.75,Homo sapiens,Afalou,2,324,66191,44,0,5,1,5,0
Posterior,IPHA.49,0,12,37.0,3.89582582,0.75,Homo sapiens,Afalou,3,106,72561,8,0,10,1,7,0
Premolar,IPHA.49,0,8,37.0,3.89582582,0.75,Homo sapiens,Afalou,2,106,72157,3,0,6,1,5,0
Anterior,IPHA.5,2,12,27.0,3.66420581,0.75,Homo sapiens,Afalou,2,383,67397,44,0,5,2,5,0
Posterior,IPHA.5,1,10,32.0,3.66420581,0.75,Homo sapiens,Afalou,3,166,66423,44,0,10,2,8,1
Premolar,IPHA.5,0,8,32.0,3.66420581,0.75,Homo sapiens,Afalou,3,324,63974,8,0,10,2,4,0
Anterior,IPHA.7,1,4,22.0,3.77992193,0.25,Homo sapiens,Afalou,2,120,63875,44,0,6,1,5,0
Posterior,IPHA.7,0,9,22.0,3.77992193,0.25,Homo sapiens,Afalou,3,120,63339,8,0,10,1,4,0
Premolar,IPHA.7,0,6,17.5,3.77992193,0.25,Homo sapiens,Afalou,2,324,65037,64,0,6,1,5,0
Anterior,IPHA.9,3,6,32.0,3.46891175,0.75,Homo sapiens,Afalou,3,166,63917,55,0,10,1,8,0
Posterior,IPHA.9,0,5,32.0,3.46891175,0.75,Homo sapiens,Afalou,2,120,68221,7,0,5,1,5,0
Premolar,IPHA.9,2,4,37.0,3.46891175,0.75,Homo sapiens,Afalou,3,106,70904,3,0,10,2,7,0
Anterior,MH10285,0,12,32.0,8.82500633,0.75,Homo sapiens,Ona,2,106,63420,44,0,5,2,4,0
