rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof,consumer_credit,help,height,education,uuid,married,female,school,year
344,no,43,female,more,1.773151,3.0,upper,yes,yes,102,98,41,6,N,194.0,17,336708c2-b201-4f59-803b-092eea309d6b,1.0,0.0,Union Elementary,1991
258,no,40,female,more,-0.5835869,4.5,upper,no,yes,17,28,63,1,N,185.0,16,24a6f167-5017-43b5-9dfd-891537602f94,1.0,0.0,Bonny Doon Union Elementary,2002
309,yes,47,male,more,-1.181626,3.9,upper,yes,yes,24,55,26,1,N,181.0,20,0ea68c5a-057a-46c5-afda-4dbf75e4c5c4,1.0,0.0,Twin Ridges Elementary,2008
150,no,31,female,more,-1.069162,4.5,lower,no,yes,16,39,31,1,N,180.0,18,692642eb-92da-4af7-b9c5-d9e588a1cbf1,1.0,0.0,Rohnerville Elementary,1966
131,no,63,female,more,-0.4899626,4.7,lower,yes,yes,27,22,14,1,N,170.0,18,6e1bdd21-d51f-4497-a684-654edc44a6c9,1.0,0.0,Scotia Union Elementary,1999
152,no,60,female,more,0.2116939,4.7,lower,yes,yes,7,31,51,1,N,187.0,12,d6ab955d-3293-4ce7-9390-bc93ff535cbc,0.0,0.0,Ravenswood City Elementary,2005
360,yes,62,male,more,0.7244775,4.6,upper,yes,yes,15,19,34,1,N,180.0,16,95ad60c1-7c93-4341-9da3-763bbed405b9,1.0,0.0,Merced City Elementary,2007
100,no,52,female,more,0.7244775,4.0,lower,yes,no,17,88,21,1,N,182.0,20,4c958f8d-f3c9-40f1-8816-2b0c39a38bd9,1.0,0.0,Bangor Union Elementary,1961
373,no,51,female,more,0.5885687,3.6,upper,yes,yes,10,190,34,1,N,173.0,18,9ae62339-ac5d-4e6a-bcad-c0235c043cf9,1.0,1.0,Brawley Elementary,1970
88,no,33,male,more,-0.054344,4.2,upper,yes,yes,50,18,4,6,N,188.0,16,ebe32dfe-f98a-490f-a017-f2872a47a1af,1.0,0.0,Manzanita Elementary,1974
331,no,42,male,more,0.7566829,4.1,lower,yes,yes,27,19,7,1,y,184.0,16,fdcd623e-9c2f-4ad2-9d62-6901fea13049,0.0,0.0,Del Paso Heights Elementary,1955
215,no,33,male,more,-0.7277681,3.6,upper,yes,yes,10,16,10,5,N,178.0,14,9bf41690-b2cc-4709-964d-7c21b856bbf8,1.0,1.0,Saratoga Union Elementary,1964
122,no,47,male,more,-0.1111221,3.8,upper,yes,no,29,27,18,5,N,180.0,18,e6086759-35ed-4d89-9e47-271e43001fe6,1.0,0.0,Waugh Elementary,1997
463,no,32,male,more,-0.5040575,4.2,lower,yes,yes,154,40,74,1,y,188.0,14,20707557-d86f-471c-bd39-ce12b5d290c3,1.0,0.0,Buttonwillow Union Elementary,1986
21,no,58,female,more,-0.1111221,4.0,upper,yes,yes,7,80,51,1,N,178.0,14,4ba34db8-9baa-42a5-bed2-a6381f36d03e,1.0,0.0,Salida Union Elementary,1998
189,no,36,female,more,-0.5583452,4.2,lower,yes,yes,15,42,53,1,N,173.0,17,44b8d6dc-2654-4d3e-8ae8-d34908f2fe54,0.0,0.0,Santa Rita Union Elementary,1960
72,no,51,male,more,-0.0680143,5.0,lower,yes,yes,16,20,29,1,N,190.0,18,9d234aec-32d0-48e3-8160-e228d2816978,0.0,0.0,Sonora Elementary,1954
107,no,62,female,more,0.8808186,3.9,lower,yes,no,85,17,24,1,N,175.0,16,d0480270-621b-4343-80db-a5252e9d0a29,0.0,0.0,Mt. Pleasant Elementary,1989
271,no,48,male,single,-0.3953965,4.2,lower,yes,no,25,10,41,2,N,194.0,14,93ae865d-c378-43e3-ac66-f429add5f358,0.0,0.0,Happy Valley Elementary,1967
349,yes,47,male,more,1.15588,4.1,lower,yes,yes,30,26,73,1,N,177.0,18,5d7f8090-1b2b-425d-acdf-31cf8ff2f527,1.0,1.0,West Park Elementary,1985
436,no,57,female,more,-0.5665014,4.2,lower,yes,yes,24,43,54,1,N,186.0,16,14bf8206-4d05-43c0-84e6-984bbe11a47f,0.0,0.0,Livingston Union Elementary,1964
103,no,35,male,more,0.540917,4.3,lower,yes,yes,15,159,5,1,N,181.0,14,6fcb6412-d8d2-42f2-b80d-d820f1f57684,1.0,0.0,Lennox Elementary,1984
