rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof,consumer_credit,help,height,education,uuid,married,female,school,year
442,no,62,female,more,-1.181626,4.0,upper,yes,yes,13,29,88,1,y,184.0,17,e3e994b5-c070-4cf7-941a-e2cf1f64f510,1.0,0.0,Pleasant View Elementary,1997
443,no,62,male,more,-1.181626,3.3,lower,yes,yes,28,55,88,1,N,188.0,9,65856aa0-65ac-4bbe-835c-61ccafe631be,1.0,0.0,Wasco Union Elementary,1998
444,no,62,male,more,-1.181626,3.0,lower,yes,yes,67,136,88,2,N,191.0,17,2fbeb59b-f93e-4073-8132-de082fdbda03,1.0,0.0,Alta Vista Elementary,1998
445,yes,35,female,more,1.769452,3.6,lower,yes,yes,20,60,89,6,N,180.0,14,b4649c6a-01ed-4f21-be3f-a0f29b97fc1b,0.0,0.0,Livingston Union Elementary,1998
446,yes,35,female,more,1.769452,3.8,lower,yes,yes,43,108,89,1,N,189.0,17,de7bdd42-441a-4961-a547-2ccd7ccec379,0.0,1.0,Woodlake Union Elementary,1999
447,no,61,male,more,-0.5872612,3.9,lower,yes,yes,13,15,90,6,N,175.0,16,f33ac1f3-83dc-471c-9b3d-dacdf51395f3,0.0,0.0,Alisal Union Elementary,1999
448,no,52,male,more,-0.0018324,4.7,lower,yes,yes,14,17,91,2,y,186.0,16,203a6897-eaef-44f2-ac30-f8e9d95fa886,1.0,0.0,Arvin Union Elementary,1999
449,no,52,male,more,-0.0018324,4.7,lower,yes,yes,19,19,91,6,y,170.0,20,ecae14cf-e3fd-4699-80a4-5aa81bfd8076,0.0,1.0,Terra Bella Union Elementary,2002
450,no,60,male,more,-0.0566766,3.9,upper,no,yes,18,19,92,1,N,184.0,16,643a52f5-884d-44a3-8591-97c7af7f8357,0.0,1.0,Tipton Elementary,2003
451,no,60,male,more,-0.0566766,4.4,upper,no,yes,11,13,92,2,N,168.0,17,323a09e0-4da8-499c-b80f-5802dbf08cb5,1.0,0.0,San Ysidro Elementary,2003
452,no,60,female,more,-0.0566766,3.6,upper,no,yes,18,19,92,1,N,178.0,16,cea04555-57d4-4edf-9198-e8aa302bc070,1.0,0.0,Soledad Unified,2004
453,no,60,male,more,-0.0566766,4.2,upper,no,yes,11,22,92,3,N,197.0,16,ea2dec1b-93f0-4fdf-abd2-49c6087d3b5b,1.0,0.0,Mountain View Elementary,2004
454,no,60,male,more,-0.0566766,3.4,upper,no,yes,7,20,92,2,N,186.0,20,15a5a588-84f1-47b6-8ff7-3b5dd3065df8,1.0,0.0,King City Union Elementary,2004
455,no,60,male,more,-0.0566766,4.0,upper,no,yes,24,27,92,1,N,183.0,12,28836691-af28-443e-9b0f-aa6a75dd4f43,0.0,1.0,Ontario-Montclair Elementary,2004
456,no,32,female,more,1.231394,4.2,lower,yes,yes,111,127,93,1,N,191.0,18,eba4f35d-64b0-4b8d-a3cb-fe43c8fc6e77,1.0,0.0,Los Nietos Elementary,2004
457,no,32,female,more,1.231394,4.4,upper,yes,yes,62,85,93,2,N,175.0,9,2a4a5564-46af-455d-ac9d-673d538c2e7f,0.0,1.0,Winton Elementary,2004
458,no,32,female,more,1.231394,4.5,lower,yes,yes,76,101,93,6,N,180.0,12,03f385b7-6b1b-4549-95f3-1d999b1df64a,1.0,0.0,Raisin City Elementary,2005
459,no,32,male,more,1.231394,3.2,lower,yes,yes,9,21,93,2,N,179.0,17,a28afe06-386d-4288-994d-28b51c745e3b,1.0,0.0,Ravenswood City Elementary,2005
460,no,32,male,more,1.231394,4.3,upper,yes,yes,52,86,93,3,N,178.0,18,c000581c-20de-42c2-9978-3278cb1cc4fa,1.0,0.0,Richland-Lerdo Union Elementary,2005
461,yes,42,female,more,0.4203998,3.3,upper,no,yes,52,67,94,4,N,186.0,14,bac15d0b-cf63-4ab5-a05c-66f39e2834bc,0.0,0.0,Oxnard Elementary,2005
462,yes,42,male,more,0.4203998,3.2,upper,no,yes,54,66,94,1,N,185.0,20,f899e672-b04f-45ac-8570-174894f1831c,1.0,0.0,El Nido Elementary,2005
463,yes,42,male,single,0.4203998,4.1,lower,no,yes,28,35,94,5,N,188.0,20,6fd65cf5-962a-4227-b24b-b2ef6f590a96,1.0,1.0,Fairfax Elementary,2005
