tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,ndam,eval,gender,language,female,category,m_focal,name,majority_first
Premolar,HTB1028,0,8,26.0,2.43523526,0.0,Papio,East Africa,6870.0,3.8,male,Dutch,0.0,3,4,Celia,1
Anterior,HTB1043,1,12,17.0,2.87155209,1.0,Papio,East Africa,300.0,4.5,male,English,0.0,2,4,Edith,1
Posterior,HTB1043,0,12,27.0,2.87155209,1.0,Papio,East Africa,500.0,4.3,male,English,1.0,1,4,Fern,0
Premolar,HTB1043,0,8,20.0,2.87155209,1.0,Papio,East Africa,200.0,3.9,female,English,0.0,1,2,Ginger,0
Anterior,HTB1151,0,12,34.0,2.38690817,1.0,Papio,East Africa,20430.0,4.3,male,Spanish,0.0,1,4,Agnes,0
Posterior,HTB1151,0,12,24.0,2.38690817,1.0,Papio,East Africa,1180.0,4.2,male,English,0.0,3,2,Carmen,0
Premolar,HTB1151,0,8,21.0,2.38690817,1.0,Papio,East Africa,6190.0,5.0,female,Dutch,0.0,3,3,Eloise,0
Anterior,HTB1152,0,12,58.0,2.33861853,1.0,Papio,East Africa,570.0,5.0,male,English,1.0,1,2,Belle,0
Posterior,HTB1152,0,12,38.0,2.33861853,1.0,Papio,East Africa,66.0,4.6,female,Spanish,0.0,1,3,Babe,0
Premolar,HTB1152,0,8,22.0,2.33861853,1.0,Papio,East Africa,70.0,5.0,female,English,0.0,1,2,Bob,0
Anterior,HTB1153,0,6,47.0,2.29036872,1.0,Papio,East Africa,2700.0,4.7,male,Romanian,0.0,2,2,David,1
Posterior,HTB1153,0,6,24.0,2.29036872,1.0,Papio,East Africa,12770.0,5.0,male,English,1.0,3,3,Frederic,1
Premolar,HTB1153,0,4,21.0,2.29036872,1.0,Papio,East Africa,2130.0,2.7,female,Swedish,1.0,3,3,Allen,1
Anterior,HTB1154,0,12,31.0,2.67736152,1.0,Papio,East Africa,10400.0,4.0,female,Norwegian,0.0,3,2,Alicia,1
Posterior,HTB1154,0,12,58.0,2.67736152,1.0,Papio,East Africa,410.0,4.4,male,English,1.0,2,2,Diana,0
Premolar,HTB1154,0,8,37.0,2.67736152,1.0,Papio,East Africa,130.0,4.4,female,English,1.0,1,3,Bob,0
Anterior,HTB1212,1,12,,4.778975048,1.0,Papio,Central Africa,160.0,4.3,male,,0.0,1,2,Danny,0
Posterior,HTB1212,0,12,16.0,4.778975048,1.0,Papio,Central Africa,4180.0,3.5,male,English,0.0,3,2,Elena,0
Premolar,HTB1212,0,8,48.0,4.778975048,1.0,Papio,Central Africa,3020.0,3.8,male,English,0.0,3,3,Gloria,1
Anterior,HTB1214,0,12,41.0,2.62887685,1.0,Papio,East Africa,4730.0,3.9,male,English,0.0,1,3,Juan,1
Posterior,HTB1214,0,12,37.0,2.62887685,1.0,Papio,East Africa,1310.0,3.7,female,English,1.0,2,2,Kate,1
Premolar,HTB1214,0,8,37.0,2.62887685,1.0,Papio,East Africa,6.0,3.3,female,Standard_Hindi,0.0,1,3,Bonnie,1
Anterior,HTB1215,0,12,24.0,2.18171291,1.0,Papio,East Africa,58.0,4.0,female,English,0.0,1,2,Charley,0
Posterior,HTB1215,0,12,27.0,2.18171291,1.0,Papio,East Africa,1.0,3.8,female,English,0.0,1,3,Floyd,0
Premolar,HTB1215,0,8,26.0,2.18171291,1.0,Papio,East Africa,4.0,4.2,female,English,0.0,1,2,Florence,0
Anterior,HTB1216,2,12,21.0,3.16346606,1.0,Papio,East Africa,290.0,3.1,female,English,0.0,1,3,Chantal,0
Posterior,HTB1216,0,12,20.0,3.16346606,1.0,Papio,East Africa,20020.0,3.6,female,,0.0,4,2,Hugo,1
Premolar,HTB1216,0,8,21.0,3.16346606,1.0,Papio,East Africa,230.0,3.3,female,English,0.0,1,2,Jerry,1
Anterior,HTB1217,0,11,28.0,2.96878123,1.0,Papio,East Africa,3620.0,2.9,female,English,0.0,2,4,Bob,1
Posterior,HTB1217,0,12,50.0,2.96878123,1.0,Papio,East Africa,66730.0,3.1,female,English,0.0,5,2,Andrew,1
Premolar,HTB1217,1,8,43.0,2.96878123,1.0,Papio,East Africa,96.0,4.0,female,English,0.0,3,4,Emily,0
Anterior,HTB1218,0,12,29.0,2.43523526,1.0,Papio,East Africa,1650.0,4.0,male,Other,0.0,2,2,Erin,0
Posterior,HTB1218,0,12,38.0,2.43523526,1.0,Papio,East Africa,7550.0,4.2,female,English,0.0,3,2,Opal,1
Premolar,HTB1218,0,8,18.0,2.43523526,1.0,Papio,East Africa,700.0,3.8,female,English,0.0,2,2,Bertha,1
Anterior,HTB1219,0,12,23.0,2.76002868,1.0,Papio,East Africa,8260.0,4.3,male,Romanian,0.0,3,4,Fran,1
Posterior,HTB1219,0,12,35.0,2.76002868,1.0,Papio,East Africa,200.0,4.6,male,English,0.0,1,3,Danny,0
Premolar,HTB1219,0,8,35.0,2.76002868,1.0,Papio,East Africa,1650.0,4.3,female,English,0.0,2,2,Bonnie,0
Anterior,HTB1220,0,12,37.0,2.77440906,1.0,Papio,East Africa,160.0,3.6,male,English,0.0,1,4,Earl,1
Posterior,HTB1220,0,12,23.0,2.77440906,1.0,Papio,East Africa,3870.0,4.2,female,English,0.0,2,2,Georges,0
Premolar,HTB1220,0,8,41.0,2.77440906,1.0,Papio,East Africa,94.0,3.9,male,English,1.0,3,4,Bret,1
Anterior,HTB1221,0,12,17.0,3.16346606,1.0,Papio,East Africa,8130.0,4.1,female,English,0.0,2,3,Floyd,1
Posterior,HTB1221,0,12,19.0,3.16346606,1.0,Papio,East Africa,1430.0,4.0,male,Other,0.0,1,2,Irene,0
Premolar,HTB1221,0,8,53.0,3.16346606,1.0,Papio,East Africa,1260.0,4.3,female,English,0.0,1,3,Lili,1
Anterior,HTB1222,0,12,23.0,2.62887685,0.0,Papio,East Africa,250.0,3.9,female,Swedish,0.0,1,3,Claudette,0
Posterior,HTB1222,0,12,50.0,2.62887685,0.0,Papio,East Africa,4980.0,4.2,female,English,0.0,2,2,Isabel,1
Premolar,HTB1222,0,8,21.0,2.62887685,0.0,Papio,East Africa,5.0,4.2,male,English,0.0,1,2,Alex,0
Anterior,HTB1223,0,12,30.0,2.87155209,1.0,Papio,East Africa,20510.0,4.9,female,Indonesian,0.0,4,2,Charley,1
Posterior,HTB1223,0,12,29.0,2.87155209,1.0,Papio,East Africa,12620.0,4.0,male,Other,1.0,2,2,Frances,0
Premolar,HTB1223,0,8,58.0,2.87155209,1.0,Papio,East Africa,170.0,4.3,male,English,0.0,1,3,Gaston,1
Anterior,HTB1225,0,12,60.0,2.85690736,1.0,Papio,East Africa,18590.0,4.9,female,English,0.0,3,3,Ivan,0
Posterior,HTB1225,0,12,48.0,2.85690736,1.0,Papio,East Africa,10210.0,3.9,female,English,0.0,3,3,Jeanne,1
Premolar,HTB1225,0,8,38.0,2.85690736,1.0,Papio,East Africa,350.0,4.9,female,Spanish,1.0,1,2,Cindy,0
Anterior,HTB1226,0,12,21.0,2.53199324,1.0,Papio,East Africa,2650.0,3.9,male,Chinese,1.0,3,2,Dennis,1
Posterior,HTB1226,0,12,27.0,2.53199324,1.0,Papio,East Africa,,4.0,female,English,0.0,3,2,Katrina,1
Premolar,HTB1226,0,8,24.0,2.53199324,1.0,Papio,East Africa,91.0,3.5,female,English,1.0,1,3,Ophelia,0
Anterior,HTB1426,0,12,22.0,3.2920468,0.0,Pan,Ebolwa,10690.0,3.9,male,English,0.0,3,4,Rita,1
Posterior,HTB1426,0,12,51.0,3.2920468,0.0,Pan,Ebolwa,25960.0,4.0,male,English,0.0,3,3,Wilma,1
Premolar,HTB1426,0,8,33.0,3.2920468,0.0,Pan,Ebolwa,51.0,3.6,female,German,0.0,1,2,Humberto,1
Anterior,HTB1497,0,11,19.0,2.00186723,1.0,Papio,East Africa,1110.0,3.0,male,English,0.0,1,4,Dolly,1
Posterior,HTB1497,0,12,18.0,2.00186723,1.0,Papio,East Africa,4360.0,3.0,male,Turkish,1.0,2,4,Gustav,0
Premolar,HTB1497,0,8,20.0,2.00186723,1.0,Papio,East Africa,20370.0,3.6,male,English,0.0,2,4,Ike,0
Anterior,HTB1503,0,12,19.0,2.09782262,0.0,Papio,East Africa,7110.0,3.6,male,English,0.0,1,2,Irene,0
Posterior,HTB1503,0,12,35.0,2.09782262,0.0,Papio,East Africa,24000.0,3.2,female,English,1.0,1,4,Isaac,1
Premolar,HTB1503,0,8,26.0,2.09782262,0.0,Papio,East Africa,75000.0,3.9,male,English,0.0,2,2,Sandy,1
Anterior,HTB1701,0,12,21.0,5.35897499,0.0,Pan,French Cameroons,1590.0,3.5,female,Swedish,1.0,3,3,Easy,1
Posterior,HTB1701,0,12,25.0,5.35897499,0.0,Pan,French Cameroons,5350.0,3.5,female,English,0.0,3,2,King,0
Premolar,HTB1701,0,8,47.0,5.35897499,0.0,Pan,French Cameroons,150.0,3.1,male,English,0.0,1,3,Able,0
Anterior,HTB1703,0,12,22.0,4.0457765,0.0,Pan,French Cameroons,58.0,4.2,female,English,1.0,1,2,Barbara,1
Posterior,HTB1703,0,12,50.0,4.0457765,0.0,Pan,French Cameroons,15.0,3.6,male,English,1.0,1,2,Florence,0
Premolar,HTB1703,0,8,22.0,4.0457765,0.0,Pan,French Cameroons,19321.0,4.5,female,English,1.0,3,3,Carol,1
Anterior,HTB1706,0,12,45.0,3.33164782,0.0,Pan,Ebolwa,3230.0,3.7,male,English,0.0,3,3,Edna,0
Posterior,HTB1706,0,12,20.0,3.33164782,0.0,Pan,Ebolwa,24260.0,3.4,male,English,,4,2,Hazel,0
Premolar,HTB1706,0,7,24.0,3.33164782,0.0,Pan,Ebolwa,2030.0,4.5,male,English,1.0,3,2,Connie,1
Anterior,HTB1707,0,12,53.0,3.33164782,0.0,Pan,Ebolwa,14730.0,4.6,male,English,0.0,1,3,Diane,0
Posterior,HTB1707,0,9,32.0,3.33164782,0.0,Pan,Ebolwa,6200.0,4.8,female,English,0.0,3,2,Ione,0
Premolar,HTB1707,0,7,25.0,3.33164782,0.0,Pan,Ebolwa,1540.0,4.5,female,English,0.0,2,2,Flossy,0
Anterior,HTB1708,0,12,36.0,4.28424336,0.0,Pan,Ebolwa,,4.4,female,English,0.0,4,3,Audrey,1
Posterior,HTB1708,0,12,51.0,4.28424336,0.0,Pan,Ebolwa,540.0,4.1,female,English,0.0,3,3,Helene,1
Premolar,HTB1708,0,8,27.0,4.28424336,0.0,Pan,Ebolwa,430.0,3.9,female,English,0.0,1,2,Debra,1
Anterior,HTB1713,0,12,27.0,4.0457765,0.0,Pan,Ebolwa,510.0,4.3,female,English,0.0,3,3,Gracie,0
Posterior,HTB1713,0,12,34.0,4.0457765,0.0,Pan,Ebolwa,53270.0,3.5,male,English,1.0,4,2,Donna,1
Premolar,HTB1713,0,8,20.0,4.0457765,0.0,Pan,Ebolwa,35.0,4.0,male,Chinese,0.0,1,3,Ethel,0
Anterior,HTB1718,0,12,45.0,3.49014071,0.0,Pan,Ebolwa,15850.0,4.0,male,English,1.0,4,2,Carla,0
Posterior,HTB1718,0,12,27.0,3.49014071,0.0,Pan,Ebolwa,300.0,4.6,female,English,0.0,1,3,Cindy,1
Premolar,HTB1718,0,8,20.0,3.49014071,0.0,Pan,Ebolwa,6450.0,4.6,male,English,1.0,2,2,Cleo,0
Anterior,HTB1719,0,11,48.0,5.06022442,0.0,Pan,Ebolwa,16260.0,3.7,female,English,0.0,2,2,Dora,1
Posterior,HTB1719,1,11,20.0,5.06022442,0.0,Pan,Ebolwa,2770.0,3.5,male,English,0.0,3,4,Hilda,0
Premolar,HTB1719,0,8,30.0,5.06022442,0.0,Pan,Ebolwa,800.0,3.6,male,English,0.0,2,2,Isbell,1
Anterior,HTB1720,3,12,51.0,2.03288089,0.0,Pan,Ebolwa,20000.0,3.9,male,,0.0,3,4,Betsy,1
Posterior,HTB1720,4,12,23.0,2.03288089,0.0,Pan,Ebolwa,730.0,4.2,female,English,0.0,2,2,Alma,0
Premolar,HTB1720,5,8,48.0,2.03288089,0.0,Pan,Ebolwa,99.0,3.2,male,English,0.0,1,2,Inez,0
Anterior,HTB1721,0,12,17.0,3.56943631,0.0,Pan,Ebolwa,5060.0,4.9,female,Chinese,0.0,3,2,Beulah,0
Posterior,HTB1721,0,12,21.0,3.56943631,0.0,Pan,Ebolwa,800.0,4.0,female,Other,0.0,2,4,Gladys,1
Premolar,HTB1721,0,8,30.0,3.56943631,0.0,Pan,Ebolwa,23040.0,3.5,female,English,0.0,5,3,Camille,1
Anterior,HTB1722,0,12,27.0,4.08550898,0.0,Pan,Ebolwa,6870.0,3.4,female,Polish,0.0,3,2,Celia,0
Posterior,HTB1722,0,12,43.0,4.08550898,0.0,Pan,Ebolwa,300.0,4.2,female,English,0.0,2,4,Edith,0
Premolar,HTB1722,0,8,21.0,4.08550898,0.0,Pan,Ebolwa,500.0,3.5,female,English,0.0,1,2,Fern,1
Anterior,HTB1723,0,12,25.0,5.00049123,0.0,Pan,Ebolwa,200.0,4.4,female,English,0.0,1,4,Ginger,1
Posterior,HTB1723,0,12,31.0,5.00049123,0.0,Pan,Ebolwa,20430.0,3.7,male,Norwegian,0.0,1,3,Agnes,0
Premolar,HTB1723,0,8,35.0,5.00049123,0.0,Pan,Ebolwa,1180.0,3.4,male,German,0.0,3,2,Carmen,0
Anterior,HTB1724,0,12,24.0,3.56943631,0.0,Pan,Ebolwa,6190.0,3.0,male,English,0.0,3,3,Eloise,1
Posterior,HTB1724,0,12,35.0,3.56943631,0.0,Pan,Ebolwa,570.0,3.9,male,French,0.0,1,3,Belle,0
Premolar,HTB1724,0,8,19.0,3.56943631,0.0,Pan,Ebolwa,66.0,2.8,female,English,1.0,1,2,Babe,0
Anterior,HTB1726,5,12,22.0,4.90072026,0.0,Pan,Ebolwa,70.0,3.7,male,Other,0.0,1,2,Bob,1
Posterior,HTB1726,0,12,23.0,4.90072026,0.0,Pan,Ebolwa,2700.0,4.6,male,English,0.0,2,2,David,0
Premolar,HTB1726,0,8,32.0,4.90072026,0.0,Pan,Ebolwa,12770.0,4.2,male,English,0.0,3,2,Frederic,0
Anterior,HTB1735,0,12,55.0,3.68843519,0.0,Pan,Ebolwa,2130.0,4.4,male,English,0.0,3,3,Allen,0
Posterior,HTB1735,0,12,32.0,3.68843519,0.0,Pan,Ebolwa,10400.0,3.8,female,English,0.0,3,3,Alicia,1
Premolar,HTB1735,0,8,16.0,3.68843519,0.0,Pan,Ebolwa,410.0,4.1,male,English,0.0,2,3,Diana,0
Anterior,HTB1737,0,12,39.0,5.71763847,0.0,Pan,Ebolwa,130.0,3.7,female,English,0.0,1,2,Bob,1
Posterior,HTB1737,0,9,18.0,5.71763847,0.0,Pan,Ebolwa,160.0,4.1,male,English,0.0,1,2,Danny,0
Premolar,HTB1737,0,7,31.0,5.71763847,0.0,Pan,Ebolwa,4180.0,3.0,female,English,0.0,3,2,Elena,1
Anterior,HTB1738,0,12,31.0,3.80749511,0.0,Pan,Ebolwa,3020.0,3.2,male,Norwegian,0.0,3,3,Gloria,0
Posterior,HTB1738,0,12,23.0,3.80749511,0.0,Pan,Ebolwa,4730.0,2.8,male,Other,0.0,1,4,Juan,1
Premolar,HTB1738,0,8,35.0,3.80749511,0.0,Pan,Ebolwa,1310.0,4.7,male,English,0.0,2,3,Kate,0
Anterior,HTB1739,0,12,47.0,4.16498874,0.0,Pan,Ebolwa,6.0,4.2,male,English,0.0,1,2,Bonnie,1
Posterior,HTB1739,0,12,24.0,4.16498874,0.0,Pan,Ebolwa,58.0,3.2,female,English,0.0,1,4,Charley,1
Premolar,HTB1739,0,8,20.0,4.16498874,0.0,Pan,Ebolwa,1.0,3.1,female,English,1.0,1,4,Floyd,1
Anterior,HTB1741,0,12,24.0,5.83722718,0.0,Pan,Ebolwa,4.0,4.0,female,English,0.0,1,4,Florence,0
Posterior,HTB1741,0,12,59.0,5.83722718,0.0,Pan,Ebolwa,290.0,4.2,female,English,0.0,1,2,Chantal,1
Premolar,HTB1741,0,8,52.0,5.83722718,0.0,Pan,Ebolwa,20020.0,4.3,male,Portuguese,0.0,4,4,Hugo,0
Anterior,HTB1744,0,12,21.0,3.92661051,0.0,Pan,Ebolwa,230.0,3.3,female,English,0.0,1,2,Jerry,1
Posterior,HTB1744,0,12,,3.92661051,0.0,Pan,Ebolwa,3620.0,4.1,male,,0.0,2,3,Bob,1
Premolar,HTB1744,0,8,37.0,3.92661051,0.0,Pan,Ebolwa,66730.0,3.7,male,,1.0,5,2,Andrew,1
Anterior,HTB1745,0,12,,3.68843519,0.0,Pan,Ebolwa,96.0,3.3,male,,0.0,3,3,Emily,0
Posterior,HTB1745,0,12,14.0,3.68843519,0.0,Pan,Ebolwa,1650.0,3.8,female,Japanese,0.0,2,2,Erin,0
Premolar,HTB1745,0,8,21.0,3.68843519,0.0,Pan,Ebolwa,7550.0,3.4,female,German,1.0,3,2,Opal,0
Anterior,HTB1748,1,12,54.0,7.03383117,0.0,Pan,Ebolwa,700.0,4.2,female,English,0.0,2,3,Bertha,0
Posterior,HTB1748,4,11,45.0,7.03383117,0.0,Pan,Ebolwa,8260.0,3.8,female,English,0.0,3,3,Fran,0
Premolar,HTB1748,0,8,34.0,7.03383117,0.0,Pan,Ebolwa,200.0,3.5,male,Spanish,0.0,1,2,Danny,1
Anterior,HTB1758,0,12,47.0,3.92661051,0.0,Pan,Ebolwa,1650.0,3.3,female,English,0.0,2,2,Bonnie,0
Posterior,HTB1758,0,12,27.0,3.92661051,0.0,Pan,Ebolwa,160.0,4.3,female,English,0.0,1,3,Earl,0
Premolar,HTB1758,0,8,16.0,3.92661051,0.0,Pan,Ebolwa,3870.0,4.1,male,German,0.0,2,2,Georges,0
Anterior,HTB1768,0,12,24.0,3.92661051,0.0,Pan,Ebolwa,94.0,4.5,female,English,1.0,3,2,Bret,1
Posterior,HTB1768,0,12,21.0,3.92661051,0.0,Pan,Ebolwa,8130.0,4.5,male,Spanish,0.0,2,3,Floyd,1
Premolar,HTB1768,0,8,22.0,3.92661051,0.0,Pan,Ebolwa,1430.0,4.6,male,English,1.0,1,3,Irene,0
Anterior,HTB1775,1,11,53.0,5.01978364,0.0,Pan,French Cameroons,1260.0,4.4,male,English,0.0,1,2,Lili,1
Posterior,HTB1775,0,12,50.0,5.01978364,0.0,Pan,French Cameroons,250.0,4.1,female,English,0.0,1,3,Claudette,0
Premolar,HTB1775,0,7,22.0,5.01978364,0.0,Pan,French Cameroons,4980.0,4.5,male,English,0.0,2,2,Isabel,0
Anterior,HTB1791,0,12,26.0,4.28424336,0.0,Pan,Ebolwa,5.0,4.3,female,English,0.0,1,3,Alex,1
Posterior,HTB1791,0,12,27.0,4.28424336,0.0,Pan,Ebolwa,20510.0,4.4,male,English,0.0,4,2,Charley,0
Premolar,HTB1791,0,8,20.0,4.28424336,0.0,Pan,Ebolwa,12620.0,4.9,female,German,0.0,2,3,Frances,1
Anterior,HTB1882,0,12,21.0,3.33164782,0.0,Pan,Ebolwa,170.0,4.7,female,English,0.0,1,2,Gaston,0
Posterior,HTB1882,0,12,44.0,3.33164782,0.0,Pan,Ebolwa,18590.0,4.6,female,English,1.0,3,2,Ivan,0
Premolar,HTB1882,0,8,,3.33164782,0.0,Pan,Ebolwa,10210.0,4.8,female,,0.0,3,4,Jeanne,1
Anterior,HTB1888,0,12,27.0,5.83722718,0.0,Pan,French Cameroons,350.0,4.2,male,English,,1,2,Cindy,1
Posterior,HTB1888,0,12,22.0,5.83722718,0.0,Pan,French Cameroons,2650.0,4.6,male,English,0.0,3,4,Dennis,1
Premolar,HTB1888,0,8,14.0,5.83722718,0.0,Pan,French Cameroons,,4.7,female,Finnish,0.0,3,2,Katrina,1
Anterior,HTB1889,0,12,27.0,6.01663882,0.0,Pan,French Cameroons,91.0,4.6,female,Romanian,0.0,1,2,Ophelia,0
Posterior,HTB1889,0,12,29.0,6.01663882,0.0,Pan,French Cameroons,10690.0,3.6,male,Norwegian,0.0,3,2,Rita,1
Premolar,HTB1889,0,8,25.0,6.01663882,0.0,Pan,French Cameroons,25960.0,3.9,male,English,0.0,3,4,Wilma,0
Anterior,HTB1890,0,12,64.0,4.0457765,0.0,Pan,French Cameroons,51.0,4.0,male,English,0.0,1,3,Humberto,1
Posterior,HTB1890,0,12,22.0,4.0457765,0.0,Pan,French Cameroons,1110.0,4.4,male,Vietnamese,0.0,1,2,Dolly,0
Premolar,HTB1890,0,8,19.0,4.0457765,0.0,Pan,French Cameroons,4360.0,4.5,male,English,1.0,2,4,Gustav,0
Anterior,HTB1903,0,12,22.0,4.40353691,0.0,Pan,French Cameroons,20370.0,4.4,female,Korean,0.0,2,2,Ike,0
Posterior,HTB1903,0,12,34.0,4.40353691,0.0,Pan,French Cameroons,7110.0,3.0,female,English,1.0,1,4,Irene,1
Premolar,HTB1903,0,8,35.0,4.40353691,0.0,Pan,French Cameroons,24000.0,3.7,male,English,0.0,1,3,Isaac,1
Anterior,HTB1956,0,12,17.0,6.19608209,0.0,Pan,French Cameroons,75000.0,3.6,male,English,0.0,2,2,Sandy,0
Posterior,HTB1956,0,12,50.0,6.19608209,0.0,Pan,French Cameroons,1590.0,3.1,male,English,0.0,3,3,Easy,1
Premolar,HTB1956,0,8,20.0,6.19608209,0.0,Pan,French Cameroons,5350.0,3.8,male,English,0.0,3,3,King,0
Anterior,HTB1957,0,12,23.0,4.42495725,0.0,Pan,French Cameroons,150.0,4.7,male,Other,0.0,1,2,Able,1
Posterior,HTB1957,6,12,35.0,4.42495725,0.0,Pan,French Cameroons,58.0,3.8,male,English,0.0,1,2,Barbara,1
Premolar,HTB1957,3,8,21.0,4.42495725,0.0,Pan,French Cameroons,15.0,3.8,male,English,0.0,1,2,Florence,1
Anterior,HTB1958,1,12,28.0,6.67473274,0.0,Pan,French Cameroons,19321.0,2.8,female,English,0.0,3,2,Carol,1
Posterior,HTB1958,0,12,51.0,6.67473274,0.0,Pan,French Cameroons,3230.0,4.0,female,Italian,0.0,3,3,Edna,1
Premolar,HTB1958,0,8,13.0,6.67473274,0.0,Pan,French Cameroons,24260.0,4.0,male,English,0.0,4,3,Hazel,0
Anterior,HTB1959,0,12,49.0,5.83722718,0.0,Pan,French Cameroons,2030.0,3.5,male,English,0.0,3,3,Connie,0
Posterior,HTB1959,0,12,19.0,5.83722718,0.0,Pan,French Cameroons,14730.0,3.4,female,English,0.0,1,2,Diane,0
Premolar,HTB1959,0,8,,5.83722718,0.0,Pan,French Cameroons,6200.0,4.0,female,,0.0,3,2,Ione,0
Anterior,HTB2001,0,12,21.0,3.45050478,0.0,Pan,French Cameroons,1540.0,3.5,male,Other,0.0,2,2,Flossy,0
Posterior,HTB2001,0,12,19.0,3.45050478,0.0,Pan,French Cameroons,,3.8,female,English,0.0,4,3,Audrey,0
Premolar,HTB2001,0,8,22.0,3.45050478,0.0,Pan,French Cameroons,540.0,4.7,female,English,0.0,3,4,Helene,0
Anterior,HTB2026,0,12,33.0,3.92661051,0.0,Pan,Ebolwa,430.0,3.9,female,English,1.0,1,3,Debra,0
Posterior,HTB2026,0,12,38.0,3.92661051,0.0,Pan,Ebolwa,510.0,4.5,female,English,0.0,3,2,Gracie,1
Premolar,HTB2026,0,8,34.0,3.92661051,0.0,Pan,Ebolwa,53270.0,4.2,female,English,0.0,4,4,Donna,1
Anterior,HTB2027,0,12,21.0,3.68843519,0.0,Pan,Ebolwa,35.0,4.7,male,English,1.0,1,4,Ethel,1
Posterior,HTB2027,0,12,20.0,3.68843519,0.0,Pan,Ebolwa,15850.0,4.0,male,English,1.0,4,4,Carla,1
Premolar,HTB2027,0,8,22.0,3.68843519,0.0,Pan,Ebolwa,300.0,4.8,male,Dutch,0.0,1,2,Cindy,0
Anterior,HTB2032,0,12,18.0,3.39106649,0.0,Pan,Ebolwa,6450.0,4.8,female,English,1.0,2,4,Cleo,0
Posterior,HTB2032,0,12,62.0,3.39106649,0.0,Pan,Ebolwa,16260.0,4.4,female,English,0.0,2,2,Dora,1
Premolar,HTB2032,0,8,53.0,3.39106649,0.0,Pan,Ebolwa,2770.0,4.7,female,English,0.0,3,3,Hilda,0
Anterior,HTB2033,0,12,25.0,3.68843519,0.0,Pan,Ebolwa,800.0,4.5,female,English,0.0,2,2,Isbell,0
Posterior,HTB2033,0,12,31.0,3.68843519,0.0,Pan,Ebolwa,20000.0,4.2,male,English,0.0,3,3,Betsy,1
Premolar,HTB2033,0,8,18.0,3.68843519,0.0,Pan,Ebolwa,730.0,4.4,female,English,0.0,2,2,Alma,0
Anterior,HTB2034,0,12,25.0,3.80749511,0.0,Pan,Ebolwa,99.0,4.1,female,English,0.0,1,2,Inez,0
Posterior,HTB2034,0,12,16.0,3.80749511,0.0,Pan,Ebolwa,5060.0,4.2,female,English,0.0,3,3,Beulah,1
Premolar,HTB2034,0,8,53.0,3.80749511,0.0,Pan,Ebolwa,800.0,4.8,female,English,0.0,2,3,Gladys,0
Anterior,HTB2747,2,12,23.0,9.02231946,0.0,Pan,French Cameroons,23040.0,4.4,female,English,1.0,5,2,Camille,0
Posterior,HTB2747,1,12,18.0,9.02231946,0.0,Pan,French Cameroons,6870.0,4.7,male,Chinese,0.0,3,2,Celia,1
Premolar,HTB2747,0,8,35.0,9.02231946,0.0,Pan,French Cameroons,300.0,4.2,female,English,0.0,2,3,Edith,0
Anterior,HTB2748,0,12,22.0,3.33164782,0.0,Pan,French Cameroons,500.0,4.5,female,English,1.0,1,2,Fern,0
Posterior,HTB2748,0,12,16.0,3.33164782,0.0,Pan,French Cameroons,200.0,3.4,female,English,0.0,1,2,Ginger,1
Premolar,HTB2748,0,8,18.0,3.33164782,0.0,Pan,French Cameroons,20430.0,3.7,female,English,1.0,1,3,Agnes,1
Anterior,HTB2751,0,12,21.0,6.79442263,0.0,Pan,French Cameroons,1180.0,3.6,male,English,1.0,3,3,Carmen,1
Posterior,HTB2751,3,10,35.0,6.79442263,0.0,Pan,French Cameroons,6190.0,3.9,male,English,0.0,3,2,Eloise,0
Premolar,HTB2751,0,8,29.0,6.79442263,0.0,Pan,French Cameroons,570.0,3.9,male,Norwegian,0.0,1,3,Belle,0
Anterior,HTB2756,0,12,,3.92661051,0.0,Pan,French Cameroons,66.0,3.7,male,,0.0,1,2,Babe,0
Posterior,HTB2756,0,12,51.0,3.92661051,0.0,Pan,French Cameroons,70.0,3.0,male,Italian,0.0,1,3,Bob,0
Premolar,HTB2756,0,8,22.0,3.92661051,0.0,Pan,French Cameroons,2700.0,3.6,female,English,0.0,2,2,David,0
Anterior,HTB2771,0,12,17.0,3.2128737,0.0,Pan,French Cameroons,12770.0,3.6,male,,0.0,3,3,Frederic,1
Posterior,HTB2771,0,12,22.0,3.2128737,0.0,Pan,French Cameroons,2130.0,4.3,male,English,0.0,3,2,Allen,1
Premolar,HTB2771,0,8,20.0,3.2128737,0.0,Pan,French Cameroons,10400.0,4.5,female,English,1.0,3,2,Alicia,1
Anterior,HTB2823,0,12,,5.83722718,0.0,Pan,French Cameroons,410.0,3.9,male,,0.0,2,4,Diana,0
Posterior,HTB2823,0,12,40.0,5.83722718,0.0,Pan,French Cameroons,130.0,4.6,male,English,0.0,1,2,Bob,0
Premolar,HTB2823,0,8,21.0,5.83722718,0.0,Pan,French Cameroons,160.0,4.1,female,Other,0.0,1,4,Danny,1
Anterior,HTB3398,0,12,35.0,3.56943631,0.0,Pan,West Africa,4180.0,4.2,male,English,0.0,3,2,Elena,0
Posterior,HTB3398,0,12,30.0,3.56943631,0.0,Pan,West Africa,3020.0,4.1,female,English,0.0,3,2,Gloria,1
Premolar,HTB3398,0,8,22.0,3.56943631,0.0,Pan,West Africa,4730.0,3.1,male,Vietnamese,0.0,1,2,Juan,0
