sockets,prob_male,genus,age,pop,num_amtl,stdev_age,tooth_class,specimen
Premolar,HTB3434,-0.4019925801292048,8,15.8106665,2.97561367,0.0,Pan,West Africa
Anterior,HTB3436,0.24410438897835213,12,31.4877496,6.55505315,0.0,Pan,West Africa
Posterior,HTB3436,0.2732040228521227,12,31.4877496,6.55505315,0.0,Pan,West Africa
Premolar,HTB3436,-1.1394290010915746,8,31.4877496,6.55505315,0.0,Pan,West Africa
Anterior,HTB3437,-0.4812411238654122,12,14.2429582,2.62063975,0.0,Pan,West Africa
Posterior,HTB3437,1.4377769399164624,12,14.2429582,2.62063975,0.0,Pan,West Africa
Premolar,HTB3437,-1.1620795127342871,8,14.2429582,2.62063975,0.0,Pan,West Africa
Anterior,HTB3515,-2.116654448970531,12,14.5622081,2.68358343,0.0,Papio,East Africa
Posterior,HTB3515,-1.8618451532425115,12,14.5622081,2.68358343,0.0,Papio,East Africa
Premolar,HTB3515,0.029109946576669203,8,14.5622081,2.68358343,0.0,Papio,East Africa
Anterior,HTB3537,0.03091727803269891,12,17.9009442,3.45050478,0.0,Pan,West Africa
Posterior,HTB3537,-0.11761085542512094,12,17.9009442,3.45050478,0.0,Pan,West Africa
Premolar,HTB3537,1.2141898289285016,8,17.9009442,3.45050478,0.0,Pan,West Africa
Anterior,HTB3538,-2.672834433102938,12,19.4686525,3.80749511,0.0,Pan,West Africa
Posterior,HTB3538,0.3959338744308236,12,19.4686525,3.80749511,0.0,Pan,West Africa
Premolar,HTB3538,1.5614382018035733,8,19.4686525,3.80749511,0.0,Pan,West Africa
Anterior,HTB3539,-1.127780764891714,12,17.9009442,3.45050478,0.0,Pan,West Africa
Posterior,HTB3539,-0.3798065117898951,9,17.9009442,3.45050478,0.0,Pan,West Africa
Premolar,HTB3539,-0.7528919172286209,8,17.9009442,3.45050478,0.0,Pan,West Africa
Anterior,HTB3551,-0.8943460460775288,12,19.991222,3.92661051,0.0,Pan,West Africa
Posterior,HTB3551,-0.32626200502304,12,19.991222,3.92661051,0.0,Pan,West Africa
Premolar,HTB3551,1.4274852836845047,8,19.991222,3.92661051,0.0,Pan,West Africa
Anterior,HTB3552,1.8373866754875203,12,21.0363609,4.16498874,0.0,Pan,West Africa
Posterior,HTB3552,-0.3359392250401477,12,21.0363609,4.16498874,0.0,Pan,West Africa
Premolar,HTB3552,1.9050602140644701,8,21.0363609,4.16498874,0.0,Pan,West Africa
Anterior,IPHA.1,0.035576476984624864,9,17.6784056,2.24541074,0.75,Homo sapiens,Afalou
Posterior,IPHA.1,1.753691026701081,11,17.6784056,2.24541074,0.75,Homo sapiens,Afalou
Premolar,IPHA.1,-0.09329864965349177,8,17.6784056,2.24541074,0.75,Homo sapiens,Afalou
Anterior,IPHA.10b,0.1310578260461443,12,26.0065524,3.66420581,0.5,Homo sapiens,Afalou
Posterior,IPHA.10b,0.36547447264283456,11,26.0065524,3.66420581,0.5,Homo sapiens,Afalou
Premolar,IPHA.10b,3.1788536793675353,8,26.0065524,3.66420581,0.5,Homo sapiens,Afalou
Anterior,IPHA.12,0.8512855748447891,12,25.9695385,3.35489121,0.75,Homo sapiens,Afalou
Posterior,IPHA.12,-0.7072645299514636,12,25.9695385,3.35489121,0.75,Homo sapiens,Afalou
Premolar,IPHA.12,0.9689978702758579,8,25.9695385,3.35489121,0.75,Homo sapiens,Afalou
Anterior,IPHA.13,-0.3618325370843415,12,25.6734266,3.6064238,0.75,Homo sapiens,Afalou
Posterior,IPHA.13,-0.48975018290120914,12,25.6734266,3.6064238,0.75,Homo sapiens,Afalou
Premolar,IPHA.13,0.9086013598921112,8,25.6734266,3.6064238,0.75,Homo sapiens,Afalou
Anterior,IPHA.14,0.031085587771152785,12,22.6752937,3.08917899,0.5,Homo sapiens,Afalou
Posterior,IPHA.14,0.2785759145118061,12,22.6752937,3.08917899,0.5,Homo sapiens,Afalou
Premolar,IPHA.14,0.013985221865292462,8,22.6752937,3.08917899,0.5,Homo sapiens,Afalou
Anterior,IPHA.15,0.3365831266054347,6,26.6357902,3.46891175,0.75,Homo sapiens,Afalou
Posterior,IPHA.15,0.4249658974361492,5,26.6357902,3.46891175,0.75,Homo sapiens,Afalou
Premolar,IPHA.15,-1.9369669327054153,2,26.6357902,3.46891175,0.75,Homo sapiens,Afalou
Anterior,IPHA.2,0.6665726686095336,12,20.0102867,2.63528098,0.75,Homo sapiens,Afalou
Posterior,IPHA.2,-0.9820194198303006,12,20.0102867,2.63528098,0.75,Homo sapiens,Afalou
Premolar,IPHA.2,-1.4422991355594112,8,20.0102867,2.63528098,0.75,Homo sapiens,Afalou
Anterior,IPHA.22,-0.05841124385868244,10,17.3452797,2.19049743,0.25,Homo sapiens,Afalou
Posterior,IPHA.22,0.08398100331445427,10,17.3452797,2.19049743,0.25,Homo sapiens,Afalou
Premolar,IPHA.22,-0.6935061645722808,7,17.3452797,2.19049743,0.25,Homo sapiens,Afalou
Anterior,IPHA.25,0.8310318576679744,6,29.3007972,3.92784897,0.75,Homo sapiens,Afalou
Posterior,IPHA.25,-1.342175166370907,10,29.3007972,3.92784897,0.75,Homo sapiens,Afalou
Premolar,IPHA.25,-0.40694374877255896,8,29.3007972,3.92784897,0.75,Homo sapiens,Afalou
Anterior,IPHA.28,-0.5848741349330007,12,27.3390559,3.89582582,0.75,Homo sapiens,Afalou
Posterior,IPHA.28,-0.04658727033933937,12,27.3390559,3.89582582,0.75,Homo sapiens,Afalou
Premolar,IPHA.28,0.2788642846472388,8,27.3390559,3.89582582,0.75,Homo sapiens,Afalou
Anterior,IPHA.29,-1.0078929496235447,12,18.6777832,2.41143228,0.25,Homo sapiens,Afalou
Posterior,IPHA.29,0.7242826774562282,12,18.6777832,2.41143228,0.25,Homo sapiens,Afalou
Premolar,IPHA.29,0.06300236833469973,8,18.6777832,2.41143228,0.25,Homo sapiens,Afalou
Anterior,IPHA.3,-1.8919462533119105,6,27.3390559,3.89582582,0.25,Homo sapiens,Afalou
Posterior,IPHA.3,-1.958591440397031,6,27.3390559,3.89582582,0.25,Homo sapiens,Afalou
Premolar,IPHA.3,-0.012319292929311235,4,27.3390559,3.89582582,0.25,Homo sapiens,Afalou
Anterior,IPHA.30,-0.2209673177863541,12,21.6759161,2.91816725,0.5,Homo sapiens,Afalou
Posterior,IPHA.30,-0.1034201135746335,12,21.6759161,2.91816725,0.5,Homo sapiens,Afalou
Premolar,IPHA.30,-0.02798245653021798,8,21.6759161,2.91816725,0.5,Homo sapiens,Afalou
Anterior,IPHA.34,0.22555983951018072,12,21.0096643,2.80466038,0.25,Homo sapiens,Afalou
Posterior,IPHA.34,0.9476496098482997,10,21.0096643,2.80466038,0.25,Homo sapiens,Afalou
Premolar,IPHA.34,-1.1111049009175582,8,21.0096643,2.80466038,0.25,Homo sapiens,Afalou
Anterior,IPHA.36,-1.1719715929007948,12,48.8,10.5,0.75,Homo sapiens,Afalou
Posterior,IPHA.36,-1.0933238578873825,5,48.8,10.5,0.75,Homo sapiens,Afalou
Premolar,IPHA.36,0.2889166671687069,7,48.8,10.5,0.75,Homo sapiens,Afalou
Anterior,IPHA.45,1.2449473786464456,6,18.0115315,2.30054789,0.5,Homo sapiens,Afalou
Posterior,IPHA.45,-0.4313394382395105,6,18.0115315,2.30054789,0.5,Homo sapiens,Afalou
Premolar,IPHA.45,-2.5016998441596545,4,18.0115315,2.30054789,0.5,Homo sapiens,Afalou
Anterior,IPHA.46,-1.7039928626103755,12,20.0102867,2.63528098,0.5,Homo sapiens,Afalou
Posterior,IPHA.46,-0.8330367227960116,7,20.0102867,2.63528098,0.5,Homo sapiens,Afalou
Premolar,IPHA.46,-0.5577288874952148,6,20.0102867,2.63528098,0.5,Homo sapiens,Afalou
Anterior,IPHA.47,-0.4083886272547264,9,26.6728042,3.77992193,0.75,Homo sapiens,Afalou
Posterior,IPHA.47,0.038581122980917065,12,26.6728042,3.77992193,0.75,Homo sapiens,Afalou
Premolar,IPHA.47,-0.3117463308224471,8,26.6728042,3.77992193,0.75,Homo sapiens,Afalou
Anterior,IPHA.48,1.0493396105434072,11,18.3446573,2.35589319,0.75,Homo sapiens,Afalou
Posterior,IPHA.48,-0.6760173056813688,11,18.3446573,2.35589319,0.75,Homo sapiens,Afalou
Premolar,IPHA.48,-0.862317959475543,8,18.3446573,2.35589319,0.75,Homo sapiens,Afalou
Anterior,IPHA.49,0.4788755385204616,12,27.3390559,3.89582582,0.75,Homo sapiens,Afalou
Posterior,IPHA.49,-1.5356420699261193,12,27.3390559,3.89582582,0.75,Homo sapiens,Afalou
Premolar,IPHA.49,0.3896917053200022,8,27.3390559,3.89582582,0.75,Homo sapiens,Afalou
Anterior,IPHA.5,0.10255318372626686,12,26.0065524,3.66420581,0.75,Homo sapiens,Afalou
Posterior,IPHA.5,-0.1474424899181674,10,26.0065524,3.66420581,0.75,Homo sapiens,Afalou
Premolar,IPHA.5,1.5882761071492624,8,26.0065524,3.66420581,0.75,Homo sapiens,Afalou
Anterior,IPHA.7,-0.6222074452947179,4,26.6728042,3.77992193,0.25,Homo sapiens,Afalou
Posterior,IPHA.7,2.0602981705240784,9,26.6728042,3.77992193,0.25,Homo sapiens,Afalou
Premolar,IPHA.7,-0.2254314492280993,6,26.6728042,3.77992193,0.25,Homo sapiens,Afalou
Anterior,IPHA.9,-1.2770164449702281,6,26.6357902,3.46891175,0.75,Homo sapiens,Afalou
Posterior,IPHA.9,0.0699195809948253,5,26.6357902,3.46891175,0.75,Homo sapiens,Afalou
Premolar,IPHA.9,-1.0762452003187681,4,26.6357902,3.46891175,0.75,Homo sapiens,Afalou
Anterior,MH10285,-0.7517558478135002,12,38.2372609,8.82500633,0.75,Homo sapiens,Ona
Posterior,MH10285,0.39703330001549114,12,38.2372609,8.82500633,0.75,Homo sapiens,Ona
Premolar,MH10285,0.5555820886501248,8,38.2372609,8.82500633,0.75,Homo sapiens,Ona
Anterior,MH10289,-0.6221677002542582,12,28.0348116,6.06203036,0.75,Homo sapiens,Fuegian
Posterior,MH10289,0.9874051450464006,12,28.0348116,6.06203036,0.75,Homo sapiens,Fuegian
Premolar,MH10289,1.157507758021134,8,28.0348116,6.06203036,0.75,Homo sapiens,Fuegian
Anterior,MH10291,1.436301756563291,12,36.6263478,8.38792417,0.75,Homo sapiens,Yaghan
Posterior,MH10291,0.5294134071257222,12,36.6263478,8.38792417,0.75,Homo sapiens,Yaghan
Premolar,MH10291,1.3634287120856987,8,36.6263478,8.38792417,0.75,Homo sapiens,Yaghan
Anterior,MH11150,-1.8807984279740577,6,17.1850548,2.392161,0.25,Homo sapiens,Buriat
Posterior,MH11150,-0.31790654862846257,6,17.1850548,2.392161,0.25,Homo sapiens,Buriat
Premolar,MH11150,-0.8670052563234263,4,17.1850548,2.392161,0.25,Homo sapiens,Buriat
Anterior,MH12316,0.11922586112739209,12,47.0491348,18.8440476,0.75,Homo sapiens,Chucki
Posterior,MH12316,-0.5714492191967373,12,47.0491348,18.8440476,0.75,Homo sapiens,Chucki
Premolar,MH12316,-0.16615784194973238,8,47.0491348,18.8440476,0.75,Homo sapiens,Chucki
Anterior,MH12317,1.8821748802040494,12,41.1,10.0,0.25,Homo sapiens,Chucki
Posterior,MH12317,-0.1697197964203783,11,41.1,10.0,0.25,Homo sapiens,Chucki
Premolar,MH12317,0.4137923171902139,8,41.1,10.0,0.25,Homo sapiens,Chucki
Anterior,MH12318,-0.2322693299242352,6,37.551766,16.4384771,0.25,Homo sapiens,Chucki
Posterior,MH12318,0.07571328795683367,6,37.551766,16.4384771,0.25,Homo sapiens,Chucki
Premolar,MH12318,0.006016680436071459,4,37.551766,16.4384771,0.25,Homo sapiens,Chucki
Anterior,MH12319,0.4483240659731595,6,51.7415106,23.8192059,0.5,Homo sapiens,Chucki
Posterior,MH12319,1.165307535547177,6,51.7415106,23.8192059,0.5,Homo sapiens,Chucki
Premolar,MH12319,1.6473939976033294,4,51.7415106,23.8192059,0.5,Homo sapiens,Chucki
Anterior,MH12320,0.30962008190916684,12,40.7050426,18.0781611,0.75,Homo sapiens,Chucki
Posterior,MH12320,0.5895468860356021,12,40.7050426,18.0781611,0.75,Homo sapiens,Chucki
Premolar,MH12320,-1.150864509185567,8,40.7050426,18.0781611,0.75,Homo sapiens,Chucki
Anterior,MH12321,-0.08787674241562057,6,71.2242553,31.4169538,0.75,Homo sapiens,Chucki
Posterior,MH12321,0.940289464883589,6,71.2242553,31.4169538,0.75,Homo sapiens,Chucki
Premolar,MH12321,0.8659686384171532,4,71.2242553,31.4169538,0.75,Homo sapiens,Chucki
Anterior,MH12322,0.21160973279505021,6,59.6247021,27.9211585,0.75,Homo sapiens,Chucki
Posterior,MH12322,0.8863939595679524,6,59.6247021,27.9211585,0.75,Homo sapiens,Chucki
Premolar,MH12322,0.49076670899381886,4,59.6247021,27.9211585,0.75,Homo sapiens,Chucki
Anterior,MH12323,1.2003062582593216,6,51.9,12.5,0.25,Homo sapiens,Chucki
Posterior,MH12323,0.2893591569571111,6,51.9,12.5,0.25,Homo sapiens,Chucki
Premolar,MH12323,-0.35569831557103465,4,51.9,12.5,0.25,Homo sapiens,Chucki
Anterior,MH12324,0.33584125693302364,11,39.1284043,17.258272,0.5,Homo sapiens,Chucki
Posterior,MH12324,-2.9305943758527757,12,39.1284043,17.258272,0.5,Homo sapiens,Chucki
Premolar,MH12324,0.38288573638504947,8,39.1284043,17.258272,0.5,Homo sapiens,Chucki
Anterior,MH12326,-3.6484128252147836,6,50.1648723,22.9989102,0.75,Homo sapiens,Chucki
Posterior,MH12326,-1.723463407405418,6,50.1648723,22.9989102,0.75,Homo sapiens,Chucki
Premolar,MH12326,0.45176860094098414,4,50.1648723,22.9989102,0.75,Homo sapiens,Chucki
Anterior,MH12327,0.47752933726679525,6,28.0919362,11.5228136,0.75,Homo sapiens,Chucki
Posterior,MH12327,-1.1624287801399305,6,28.0919362,11.5228136,0.75,Homo sapiens,Chucki
Premolar,MH12327,-0.7121020418789388,4,28.0919362,11.5228136,0.75,Homo sapiens,Chucki
Anterior,MH12328,1.370540988614132,5,35.9751277,15.6187914,0.25,Homo sapiens,Chucki
Posterior,MH12328,-0.48403013157267616,6,35.9751277,15.6187914,0.25,Homo sapiens,Chucki
Premolar,MH12328,2.242920312402985,4,35.9751277,15.6187914,0.25,Homo sapiens,Chucki
Anterior,MH1503,-0.001919853176346149,12,15.567015,1.80774282,0.25,Homo sapiens,Tasmanien
Posterior,MH1503,0.4080361768812668,12,15.567015,1.80774282,0.25,Homo sapiens,Tasmanien
Premolar,MH1503,1.6168743984986076,8,15.567015,1.80774282,0.25,Homo sapiens,Tasmanien
Anterior,MH1505,0.13102711619341956,12,25.9830314,3.44508735,0.75,Homo sapiens,Tasmanien
Posterior,MH1505,-1.0023439806908012,12,25.9830314,3.44508735,0.75,Homo sapiens,Tasmanien
Premolar,MH1505,-0.10972745169429012,8,25.9830314,3.44508735,0.75,Homo sapiens,Tasmanien
Anterior,MH1507,-0.03561073619009093,12,27.7190342,3.7272427,0.5,Homo sapiens,Australian aboriginie
Posterior,MH1507,-1.3647416522015654,12,27.7190342,3.7272427,0.5,Homo sapiens,Australian aboriginie
Premolar,MH1507,-0.25583207134082336,8,27.7190342,3.7272427,0.5,Homo sapiens,Australian aboriginie
Anterior,MH1509,-0.7421920939974367,12,19.9070219,2.47259539,0.25,Homo sapiens,Australian aboriginie
Posterior,MH1509,0.9243577571874341,12,19.9070219,2.47259539,0.25,Homo sapiens,Australian aboriginie
Premolar,MH1509,0.03461187418525562,8,19.9070219,2.47259539,0.25,Homo sapiens,Australian aboriginie
Anterior,MH1511,-0.28279574914757005,6,21.6430246,2.74721254,0.75,Homo sapiens,Australian aboriginie
Posterior,MH1511,-0.10618193062257626,6,21.6430246,2.74721254,0.75,Homo sapiens,Australian aboriginie
Premolar,MH1511,0.22312201840616613,4,21.6430246,2.74721254,0.75,Homo sapiens,Australian aboriginie
Anterior,MH1525,0.6168141996897798,12,42.5600492,5.94066321,0.25,Homo sapiens,Australian aboriginie
Posterior,MH1525,-0.9997122286693814,11,42.5600492,5.94066321,0.25,Homo sapiens,Australian aboriginie
Premolar,MH1525,-1.0415876326212719,8,42.5600492,5.94066321,0.25,Homo sapiens,Australian aboriginie
Anterior,MH1526,1.10467921540253,6,39.4,9.1,0.5,Homo sapiens,Australian aboriginie
Posterior,MH1526,-0.4123368722047306,5,39.4,9.1,0.5,Homo sapiens,Australian aboriginie
Premolar,MH1526,-1.416842092596874,4,39.4,9.1,0.5,Homo sapiens,Australian aboriginie
Anterior,MH1670,0.44381270938310463,6,24.2408033,7.76244648,0.75,Homo sapiens,Sami
Posterior,MH1670,0.4633698060326869,6,24.2408033,7.76244648,0.75,Homo sapiens,Sami
Premolar,MH1670,-1.5307152572567064,4,24.2408033,7.76244648,0.75,Homo sapiens,Sami
Anterior,MH1701,0.2294817154636063,12,27.8851639,9.29798279,0.5,Homo sapiens,Sami
Posterior,MH1701,0.7355830924283736,12,27.8851639,9.29798279,0.5,Homo sapiens,Sami
Premolar,MH1701,0.37438645170626306,8,27.8851639,9.29798279,0.5,Homo sapiens,Sami
Anterior,MH1702,0.6319814837613953,12,46.1069672,16.9965704,0.25,Homo sapiens,Sami
Posterior,MH1702,-1.404269098090749,12,46.1069672,16.9965704,0.25,Homo sapiens,Sami
Premolar,MH1702,0.3310401549961956,8,46.1069672,16.9965704,0.25,Homo sapiens,Sami
Anterior,MH17264,-0.30261975947044656,11,27.804026,3.52464829,0.25,Homo sapiens,Australian aboriginie
Posterior,MH17264,-0.4827901587246448,12,27.804026,3.52464829,0.25,Homo sapiens,Australian aboriginie
Premolar,MH17264,0.8705556094197265,8,27.804026,3.52464829,0.25,Homo sapiens,Australian aboriginie
Anterior,MH1860,1.47927451067423,6,38.6447049,11.8783346,0.25,Homo sapiens,Sami
Posterior,MH1860,1.794370054600359,6,38.6447049,11.8783346,0.25,Homo sapiens,Sami
Premolar,MH1860,1.314807871505905,4,38.6447049,11.8783346,0.25,Homo sapiens,Sami
Anterior,MH1861,-0.10973418163018368,6,22.418623,6.99594743,0.5,Homo sapiens,Sami
Posterior,MH1861,0.35272016302634307,6,22.418623,6.99594743,0.5,Homo sapiens,Sami
Premolar,MH1861,0.7668228717842437,4,22.418623,6.99594743,0.5,Homo sapiens,Sami
Anterior,MH19776,0.12117794929946196,12,38.5020685,6.56320224,0.5,Homo sapiens,Buriat
Posterior,MH19776,0.13076418791154437,12,38.5020685,6.56320224,0.5,Homo sapiens,Buriat
Premolar,MH19776,0.823753131876182,8,38.5020685,6.56320224,0.5,Homo sapiens,Buriat
Anterior,MH19777,-0.059282646025932216,6,21.2454384,3.1661365,0.25,Homo sapiens,Buriat
Posterior,MH19777,-0.7292869363736615,6,21.2454384,3.1661365,0.25,Homo sapiens,Buriat
Premolar,MH19777,-0.4144730658358585,4,21.2454384,3.1661365,0.25,Homo sapiens,Buriat
Anterior,MH19782,0.6339103777337424,6,27.3360137,4.35423659,0.25,Homo sapiens,Buriat
Posterior,MH19782,0.002993291199955732,6,27.3360137,4.35423659,0.25,Homo sapiens,Buriat
Premolar,MH19782,0.34020997686833787,4,27.3360137,4.35423659,0.25,Homo sapiens,Buriat
Anterior,MH19784,0.6700792422021898,12,23.5294041,3.60915514,0.25,Homo sapiens,Buriat
Posterior,MH19784,-0.3748414628976096,13,23.5294041,3.60915514,0.25,Homo sapiens,Buriat
Premolar,MH19784,0.7562481636298061,8,23.5294041,3.60915514,0.25,Homo sapiens,Buriat
Anterior,MH19826,0.37884260345839443,6,25.3499565,5.33816474,0.25,Homo sapiens,Yaghan
Posterior,MH19826,-1.2348130869114786,6,25.3499565,5.33816474,0.25,Homo sapiens,Yaghan
Premolar,MH19826,1.4423047911862443,4,25.3499565,5.33816474,0.25,Homo sapiens,Yaghan
Anterior,MH20325,-0.5007447437569161,12,26.8510328,3.58600079,0.75,Homo sapiens,Australian aboriginie
Posterior,MH20325,-1.6550953431851838,12,26.8510328,3.58600079,0.75,Homo sapiens,Australian aboriginie
Premolar,MH20325,-1.0450437095863023,8,26.8510328,3.58600079,0.75,Homo sapiens,Australian aboriginie
Anterior,MH20326,-1.021045160678322,6,32.059041,4.43727895,0.5,Homo sapiens,Australian aboriginie
Posterior,MH20326,0.05217331865753347,6,32.059041,4.43727895,0.5,Homo sapiens,Australian aboriginie
Premolar,MH20326,-0.2738505055462372,4,32.059041,4.43727895,0.5,Homo sapiens,Australian aboriginie
Anterior,MH20912,-0.33683196764059287,6,26.4238986,5.62745765,0.5,Homo sapiens,Ona
Posterior,MH20912,0.6197019654824789,6,26.4238986,5.62745765,0.5,Homo sapiens,Ona
Premolar,MH20912,0.3398753611927038,4,26.4238986,5.62745765,0.5,Homo sapiens,Ona
Anterior,MH20913,0.31604787064428624,6,32.8675507,7.36905252,0.75,Homo sapiens,Yaghan
Posterior,MH20913,0.40982845732869266,6,32.8675507,7.36905252,0.75,Homo sapiens,Yaghan
Premolar,MH20913,0.6161346680022383,4,32.8675507,7.36905252,0.75,Homo sapiens,Yaghan
Anterior,MH20914,-2.107953341777443,6,24.2760145,5.04927738,0.25,Homo sapiens,Yaghan
Posterior,MH20914,-0.3644382522644612,6,24.2760145,5.04927738,0.25,Homo sapiens,Yaghan
Premolar,MH20914,-2.180210064489474,4,24.2760145,5.04927738,0.25,Homo sapiens,Yaghan
Anterior,MH22277,0.03605992679779541,6,32.0,8.3,0.5,Homo sapiens,Sami
Posterior,MH22277,-0.00463297222434532,5,32.0,8.3,0.5,Homo sapiens,Sami
Premolar,MH22277,1.0455322747896802,4,32.0,8.3,0.5,Homo sapiens,Sami
Anterior,MH22278,1.1876343927211208,6,38.8182459,13.9148037,0.5,Homo sapiens,Sami
Posterior,MH22278,0.20277504825236733,6,38.8182459,13.9148037,0.5,Homo sapiens,Sami
Premolar,MH22278,-0.5003610773968998,4,38.8182459,13.9148037,0.5,Homo sapiens,Sami
Anterior,MH22280,0.48516111254573785,6,37.603459,13.4013855,0.75,Homo sapiens,Sami
Posterior,MH22280,-0.5279176373243135,6,37.603459,13.4013855,0.75,Homo sapiens,Sami
Premolar,MH22280,-0.001392651443348899,4,37.603459,13.4013855,0.75,Homo sapiens,Sami
Anterior,MH22281,0.9861363169607678,6,40.6404262,14.6850608,0.25,Homo sapiens,Sami
Posterior,MH22281,-0.5577713459894236,6,40.6404262,14.6850608,0.25,Homo sapiens,Sami
Premolar,MH22281,0.8056786392425009,4,40.6404262,14.6850608,0.25,Homo sapiens,Sami
Anterior,MH22282,0.6774013686923024,6,35.1738852,12.374796,0.25,Homo sapiens,Sami
Posterior,MH22282,-0.9547918171308215,6,35.1738852,12.374796,0.25,Homo sapiens,Sami
Premolar,MH22282,0.973894128217401,4,35.1738852,12.374796,0.25,Homo sapiens,Sami
Anterior,MH22283,0.6985663453715051,6,46.1069672,16.9965704,0.25,Homo sapiens,Sami
Posterior,MH22283,0.10192588737265744,6,46.1069672,16.9965704,0.25,Homo sapiens,Sami
Premolar,MH22283,-0.7623234580276522,4,46.1069672,16.9965704,0.25,Homo sapiens,Sami
Anterior,MH2283,-0.85920601857557,6,18.9063043,3.6143239,0.25,Homo sapiens,Fuegian
Posterior,MH2283,-0.5376625769030224,6,18.9063043,3.6143239,0.25,Homo sapiens,Fuegian
Premolar,MH2283,0.54259446329196,4,18.9063043,3.6143239,0.25,Homo sapiens,Fuegian
Anterior,MH24592,-0.9556251674013979,9,44.680913,10.5751031,0.25,Homo sapiens,Ona
Posterior,MH24592,0.4375122486198699,9,44.680913,10.5751031,0.25,Homo sapiens,Ona
Premolar,MH24592,-1.2417555288783926,6,44.680913,10.5751031,0.25,Homo sapiens,Ona
Anterior,MH24893,-0.20406858443884895,4,24.0333178,2.92732743,0.25,Homo sapiens,Khoi-San
Posterior,MH24893,0.10964775457400863,3,24.0333178,2.92732743,0.25,Homo sapiens,Khoi-San
Premolar,MH24893,2.4451301450589167,2,24.0333178,2.92732743,0.25,Homo sapiens,Khoi-San
Anterior,MH24894,-1.3773156555203674,6,58.6886885,20.3446194,0.75,Homo sapiens,Sami
Posterior,MH24894,1.4720145664901334,4,58.6886885,20.3446194,0.75,Homo sapiens,Sami
Premolar,MH24894,0.14984241398728004,4,58.6886885,20.3446194,0.75,Homo sapiens,Sami
Anterior,MH24934A,0.41117191801596314,6,30.3813014,4.9541643,0.25,Homo sapiens,Buriat
Posterior,MH24934A,0.11834791338820451,6,30.3813014,4.9541643,0.25,Homo sapiens,Buriat
Premolar,MH24934A,0.444726818195233,4,30.3813014,4.9541643,0.25,Homo sapiens,Buriat
Anterior,MH24934B,-0.15368510436201774,6,40.0,10.0,0.75,Homo sapiens,Buriat
Posterior,MH24934B,1.4540501814574582,6,40.0,10.0,0.75,Homo sapiens,Buriat
Premolar,MH24934B,-0.4564711442247224,4,40.0,10.0,0.75,Homo sapiens,Buriat
Anterior,MH24934C,1.1322345721792477,6,55.0,15.0,0.75,Homo sapiens,Buriat
Posterior,MH24934C,-0.6443671202130229,6,55.0,15.0,0.75,Homo sapiens,Buriat
Premolar,MH24934C,-0.06025184640128695,4,55.0,15.0,0.75,Homo sapiens,Buriat
Anterior,MH2896,-1.0719625522902192,12,22.1568264,2.64926405,0.5,Homo sapiens,Khoi-San
Posterior,MH2896,0.4550237203475199,12,22.1568264,2.64926405,0.5,Homo sapiens,Khoi-San
Premolar,MH2896,1.4451259569265338,8,22.1568264,2.64926405,0.5,Homo sapiens,Khoi-San
Anterior,MH3337,-0.07735617982085408,6,33.4930246,3.38309356,0.75,Homo sapiens,Australian aboriginie
Posterior,MH3337,-0.19688569870390954,6,33.4930246,3.38309356,0.75,Homo sapiens,Australian aboriginie
Premolar,MH3337,-1.1146169630679268,4,33.4930246,3.38309356,0.75,Homo sapiens,Australian aboriginie
Anterior,MH3616,-0.2292926535523081,12,33.7950437,4.72264949,0.75,Homo sapiens,Australian aboriginie
Posterior,MH3616,-1.5927942597215277,12,33.7950437,4.72264949,0.75,Homo sapiens,Australian aboriginie
Premolar,MH3616,-0.9128779867188273,8,33.7950437,4.72264949,0.75,Homo sapiens,Australian aboriginie
Anterior,MH3619,0.22678604610913541,12,22.0770253,2.81636112,0.75,Homo sapiens,Tasmanien
Posterior,MH3619,1.3190131977413961,12,22.0770253,2.81636112,0.75,Homo sapiens,Tasmanien
Premolar,MH3619,2.809210861229503,8,22.0770253,2.81636112,0.75,Homo sapiens,Tasmanien
Anterior,MH3638,-0.5865850850709007,12,26.8510328,3.58600079,0.25,Homo sapiens,Tasmanien
Posterior,MH3638,1.43530015664544,12,26.8510328,3.58600079,0.25,Homo sapiens,Tasmanien
Premolar,MH3638,0.2437524804016479,8,26.8510328,3.58600079,0.25,Homo sapiens,Tasmanien
Anterior,MH4459,-0.15124764674637586,12,36.0500389,4.86831607,0.75,Homo sapiens,Australian aboriginie
Posterior,MH4459,0.4325944517261522,12,36.0500389,4.86831607,0.75,Homo sapiens,Australian aboriginie
Premolar,MH4459,0.06191648367995918,8,36.0500389,4.86831607,0.75,Homo sapiens,Australian aboriginie
Anterior,MH4460,0.11039572561221853,12,32.059041,4.43727895,0.25,Homo sapiens,Australian aboriginie
Posterior,MH4460,-0.4083331628266692,12,32.059041,4.43727895,0.25,Homo sapiens,Australian aboriginie
Premolar,MH4460,-1.3981096597988507,8,32.059041,4.43727895,0.25,Homo sapiens,Australian aboriginie
Anterior,MH4665,-1.5436252025220816,12,23.813028,3.09453499,0.25,Homo sapiens,Australian aboriginie
Posterior,MH4665,0.653244883281227,12,23.813028,3.09453499,0.25,Homo sapiens,Australian aboriginie
Premolar,MH4665,-0.2767000900857134,8,23.813028,3.09453499,0.25,Homo sapiens,Australian aboriginie
