tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,m_focal,num_words,district,refCountry,redCards,n_focal,gender,dyad,deny
Posterior,HTB1219,0,12,22.0,2.80466038,1.0,Papio,French Cameroons,2,324,71472,15,0,6,1,4,0
Premolar,HTB0900,4,8,37.0,3.37476666,0.0,Homo sapiens,Native Californian,2,145,65870,44,0,6,2,5,1
Anterior,HTB1722,0,8,32.0,1.99807578,0.25,Papio,Borneo,3,106,75051,60,0,5,1,2,0
Posterior,PMN3064,0,9,37.0,3.55691242,0.0,Homo sapiens,Native Californian,4,106,62885,3,0,10,1,5,0
Anterior,AMNH99.1/104,0,8,42.0,8.23260632,0.75,Pongo,Sami,2,383,66381,8,0,13,2,5,0
Premolar,NMNH330604,0,12,22.0,2.63528098,0.5,Homo sapiens,East Africa,3,120,62323,44,0,5,1,7,0
Posterior,UVS67,0,12,32.0,3.70258313,0.75,Homo sapiens,Native Californian,2,106,63321,3,0,10,2,5,0
Posterior,HTB2748,0,4,42.0,4.25426601,0.25,Homo sapiens,Alaska,2,166,71498,44,0,6,1,5,0
Anterior,AMNH99.1/110,0,6,27.0,10.0,0.5,Homo sapiens,Khoi-San or bushman half-caste,3,166,70797,7,0,6,2,7,0
Anterior,BM1935.10.22.24,0,12,27.0,2.48359763,0.75,Homo sapiens,Chucki,3,383,62000,71,0,6,1,1,0
Posterior,HTB1720,0,12,27.0,3.56943631,0.25,Homo sapiens,Afalou,4,120,72272,72,0,5,1,1,0
Premolar,MH19782,1,11,27.0,3.68843519,0.75,Homo sapiens,Chucki,2,145,61499,8,0,5,2,5,1
Anterior,IPHA.2,0,12,27.0,2.19399907,0.25,Papio,Khoi-San,3,324,68874,44,0,10,1,3,0
Premolar,BRK125670,0,4,37.0,2.99309106,1.0,Homo sapiens,Ebolwa,2,383,62513,7,0,5,2,7,0
Anterior,HTB3418,0,6,22.0,4.74312763,0.25,Homo sapiens,Chucki,2,106,67322,3,0,5,2,4,0
Premolar,BM1900.6.28.1,0,4,32.0,7.76244648,0.0,Homo sapiens,Native Californian,2,120,65359,7,0,5,2,4,0
Premolar,UCD2(2)b,0,10,32.0,1.89297439,1.0,Homo sapiens,Native Californian,4,166,66860,44,0,10,2,7,0
Anterior,HTB0828,0,3,37.0,2.9625106,0.25,Homo sapiens,Khoi-San,2,324,62539,8,0,10,2,5,0
Anterior,BRK126755,0,12,32.0,3.54750963,1.0,Homo sapiens,Native Californian,2,383,70805,44,0,5,1,4,0
Anterior,BM1976.1431,0,6,57.0,3.54689952,1.0,Homo sapiens,French Cameroons,2,324,63545,76,0,13,1,5,0
Anterior,BRK125802,4,12,32.0,3.66420581,0.0,Homo sapiens,Alaska,3,383,64048,7,0,6,1,5,0
Anterior,AMNH99.1/79,0,12,32.0,8.23260632,0.75,Homo sapiens,Ebolwa,2,324,63610,40,0,5,2,7,0
Premolar,BRK126076,0,12,27.0,4.08550898,0.75,Homo sapiens,Native Californian,2,145,66746,7,0,10,2,4,1
Posterior,BRK126764,0,12,27.0,3.45050478,0.25,Papio,East Africa,2,106,72371,8,0,13,2,6,0
Premolar,HTB1726,0,4,32.0,2.81004779,0.0,Homo sapiens,Australian aboriginie,2,166,68361,7,0,13,1,1,0
Posterior,AMNH99.1/86-D,0,12,27.0,5.06666429,1.0,Papio,Buriat,2,324,67587,72,0,10,2,4,0
Posterior,BRK126256,0,8,52.0,5.94066321,0.75,Pan,East Africa,2,106,69773,7,0,13,2,7,0
Posterior,BM1904.8.2.3,0,8,22.0,3.33164782,0.25,Papio,Borneo,4,106,66407,8,0,5,1,4,1
Anterior,BRK126252,0,9,42.0,10.0,0.25,Homo sapiens,East Africa,3,383,71787,3,0,13,1,5,0
Anterior,HTB2034,0,12,37.0,2.18171291,0.5,Pongo,Buriat,2,120,67231,44,0,10,2,3,0
Anterior,BM1900.3.18.1,2,8,27.0,3.37661729,0.0,Homo sapiens,East Africa,3,166,63487,22,0,13,1,1,0
Premolar,HTB1151,1,6,32.0,2.03288089,0.25,Homo sapiens,Australian aboriginie,3,324,64717,3,0,13,2,5,0
Anterior,MH17264,0,9,42.0,5.06022442,0.0,Papio,Sami,3,106,70912,3,0,13,1,5,0
Premolar,UVS42,0,6,27.0,5.07338879,0.75,Homo sapiens,Chucki,4,166,62802,44,0,5,1,8,0
Anterior,MH20326,0,8,27.0,2.91816725,1.0,Homo sapiens,Borneo,4,120,66142,44,0,5,1,3,0
Anterior,NMNH380449,0,8,32.0,3.37476666,0.25,Homo sapiens,Afalou,3,383,70680,7,0,10,1,5,0
Premolar,BM1913.10.18.2,0,8,22.0,4.90407388,0.75,Pongo,Afalou,2,166,72058,7,0,6,1,5,0
Posterior,BRK125800,0,4,37.0,3.39774848,0.5,Homo sapiens,Native Californian,2,120,69575,8,0,5,1,5,0
Premolar,BM1976.1434,0,11,42.0,5.44029653,0.5,Homo sapiens,Native Californian,4,324,65557,44,0,5,1,1,0
Posterior,MH4665,1,12,27.0,4.50856156,0.0,Homo sapiens,Native Californian,4,383,69195,3,0,6,2,4,0
Posterior,AMNH99.1/99,0,6,32.0,8.3605854,0.25,Pongo,Khoi-San,2,166,63024,32,0,10,1,5,0
Premolar,BRK126765,0,8,37.0,2.74721254,0.75,Homo sapiens,Native Californian,3,120,64592,8,0,10,2,4,0
Anterior,NMNH227455,0,8,27.0,13.9148037,1.0,Homo sapiens,Ebolwa,3,383,67199,102,0,5,1,5,0
Premolar,MH1511,4,8,27.0,3.35840919,0.25,Homo sapiens,Borneo,4,383,68536,44,0,13,2,4,0
Anterior,NMNH380431,0,4,37.0,10.0,0.75,Pongo,Native Californian,2,166,71423,44,0,10,2,4,0
Premolar,MH12324,0,12,42.0,7.47240717,1.0,Homo sapiens,Sami,2,106,64501,44,0,10,2,8,0
Anterior,UVS60,6,12,57.0,9.02231946,0.75,Homo sapiens,Buriat,2,120,71548,3,0,10,1,4,0
Anterior,BRK126104,0,12,22.0,3.92661051,0.75,Pan,East Africa,4,106,72132,44,0,5,1,1,0
Posterior,MH19784,0,6,22.0,2.59401611,0.75,Homo sapiens,Native Californian,3,120,72033,44,0,5,1,1,0
Posterior,NMNH278709,4,8,27.0,9.6,0.5,Homo sapiens,Native Californian,2,145,70672,44,0,10,2,1,0
Premolar,HTB1025,0,8,47.0,2.81636112,0.75,Homo sapiens,Borneo,2,166,67397,48,0,5,2,3,1
Posterior,MH2896,0,12,27.0,10.0,0.5,Homo sapiens,Alaska,2,106,64196,3,0,10,1,7,0
Posterior,AMNH99.1/59-B,9,6,27.0,2.64088713,0.25,Homo sapiens,Khoi-San or bushman half-caste,2,106,71084,57,0,10,1,4,0
Anterior,UVS119,0,4,22.0,3.48559185,0.25,Homo sapiens,Borneo,3,383,66779,8,0,10,2,3,1
Premolar,HTB2747,0,12,27.0,3.58600079,0.0,Homo sapiens,Native Californian,2,106,66332,48,0,10,2,6,0
Posterior,PMN3064A,0,12,52.0,5.56672472,0.25,Papio,Native Californian,2,120,69013,7,0,10,1,5,0
Posterior,MH3638,1,4,37.0,5.55632114,0.25,Homo sapiens,East Africa,3,383,66860,7,0,5,2,5,0
Posterior,MH1701,0,12,22.0,2.35865298,0.0,Homo sapiens,Australian aboriginie,2,166,69435,97,0,10,2,5,1
Posterior,BM1902.9.2.1,0,12,52.0,3.95531929,0.0,Homo sapiens,Australian aboriginie,2,324,71282,60,0,10,1,5,0
Anterior,BM1913.10.18.3,0,8,37.0,8.82500633,0.75,Pan,Native Californian,2,106,72744,8,0,5,1,3,0
Anterior,BRK126251,0,8,27.0,3.92661051,0.0,Homo sapiens,Buriat,3,120,62331,44,0,5,2,5,0
Premolar,HTB1426,0,8,22.0,3.05433283,1.0,Homo sapiens,Borneo,2,106,63479,51,0,10,2,8,0
Premolar,BM1976.1420,0,12,32.0,4.35806278,0.25,Papio,Australian aboriginie,2,383,65367,8,0,10,2,4,0
Anterior,IPHA.9,0,12,27.0,2.64926405,1.0,Homo sapiens,Sami,2,166,69278,64,0,5,1,5,0
Posterior,NMNH278704,0,12,27.0,3.80749511,0.5,Papio,Borneo,2,106,64063,44,0,13,1,8,0
Posterior,BM1976.1418,0,6,22.0,4.87868148,1.0,Homo sapiens,East Africa,2,145,70011,3,0,10,2,6,0
Posterior,HTB1748,0,12,47.0,6.79442263,0.5,Homo sapiens,East Africa,2,324,62331,130,0,6,1,3,0
Premolar,MH20913,0,12,52.0,4.08550898,0.0,Homo sapiens,Khoi-San or bushman half-caste,2,324,64550,40,0,10,1,4,0
Anterior,HTB1226,0,4,27.0,3.58600079,0.25,Homo sapiens,Borneo,3,383,66746,44,0,5,1,4,0
Premolar,MH20912,0,8,27.0,3.95531929,1.0,Pan,French Cameroons,2,120,62794,44,0,5,2,5,0
Posterior,AMNH99.1/91-A,7,6,47.0,5.31768598,0.5,Homo sapiens,Native Californian,4,383,66696,34,0,10,1,3,0
Posterior,BRK126776,0,6,32.0,3.68843519,1.0,Homo sapiens,Alaska,4,383,70649,1,0,10,1,4,0
Posterior,BRK126117,0,4,22.0,3.66420581,0.25,Homo sapiens,Arabia,2,324,70797,8,0,5,2,8,1
Anterior,HTB1703,0,12,37.0,3.05433283,0.0,Homo sapiens,Australian aboriginie,3,145,68437,3,0,13,2,5,0
Premolar,UVS49,0,4,22.0,10.0,0.25,Homo sapiens,Ebolwa,4,383,63487,49,0,5,2,5,0
Premolar,HTB2751,0,11,27.0,3.80295048,0.5,Homo sapiens,Australian aboriginie,2,120,68973,44,0,5,1,5,1
Premolar,MH20914,0,8,27.0,31.4169538,0.5,Pan,French Cameroons,2,324,72421,44,0,13,2,5,0
Anterior,BRK126250,0,8,47.0,3.80749511,1.0,Homo sapiens,West Africa,2,145,66332,7,0,10,2,4,0
Posterior,BM1976.1431,0,6,27.0,5.55632114,1.0,Homo sapiens,Australian aboriginie,3,145,65631,7,0,5,1,4,0
Anterior,MH12328,7,12,37.0,6.55505315,1.0,Homo sapiens,Ebolwa,3,166,63834,99,0,13,2,5,0
Premolar,HTB3437,0,4,37.0,5.00397466,1.0,Homo sapiens,Ebolwa,3,383,69088,8,0,5,2,6,1
Premolar,MH2896,1,12,22.0,2.19399907,0.75,Homo sapiens,Native Californian,3,145,62240,3,0,5,1,3,0
Anterior,MH12321,0,6,22.0,5.44334199,0.75,Homo sapiens,Tasmanien,2,166,70482,7,0,5,2,4,1
Posterior,HTB2033,4,12,42.0,9.1,0.25,Homo sapiens,Native Californian,3,106,67231,8,0,10,1,5,0
Premolar,HTB1222,0,6,27.0,3.58600079,0.5,Pan,Australian aboriginie,2,324,67397,3,0,5,1,3,0
Premolar,BRK126244,0,12,32.0,4.31652929,0.5,Pongo,Ebolwa,2,145,62794,8,0,10,1,4,0
Premolar,PMN1497,4,11,27.0,5.44029653,0.75,Homo sapiens,Ona,4,106,63974,3,0,10,2,6,0
Anterior,NMNH278705,3,12,32.0,4.90072026,0.0,Pan,Arabia,2,145,68437,73,0,5,1,8,0
Posterior,MH4459,0,6,27.0,4.14023787,0.75,Homo sapiens,Ebolwa,2,383,72553,7,0,5,2,4,0
Posterior,BRK126076,3,8,27.0,5.35897499,0.75,Papio,Borneo,2,120,65169,44,0,10,2,4,0
Posterior,UVS34,0,6,32.0,3.92661051,0.75,Homo sapiens,Australian aboriginie,3,166,68155,44,0,5,2,1,0
Premolar,MH1507,0,11,42.0,5.06022442,0.25,Homo sapiens,Sami,2,145,70813,3,0,6,1,5,0
Posterior,BRK126125,0,12,37.0,3.21217946,0.25,Papio,Australian aboriginie,4,120,65334,1,0,10,2,5,0
Posterior,BM1936.12.28.2,1,6,42.0,3.63654073,0.75,Homo sapiens,West Africa,4,120,72090,52,0,6,2,4,0
Premolar,NMNH344713,1,12,32.0,3.05433283,0.75,Homo sapiens,Australian aboriginie,3,106,66506,24,0,5,1,4,0
Posterior,BM1931.4.1.1,6,6,22.0,5.69322104,0.5,Homo sapiens,Borneo,2,324,66779,3,0,10,2,5,0
Posterior,AMNH99.1/80(b),1,12,22.0,4.97264041,0.75,Pan,Australian aboriginie,3,324,62554,40,0,5,1,6,0
Anterior,BM1902.9.9.3,0,8,27.0,2.29036872,0.0,Pan,East Africa,4,120,65458,8,0,10,1,5,0
Premolar,BRK125458,0,8,27.0,3.4773143,0.5,Homo sapiens,Native Californian,2,383,69757,7,0,10,1,3,0
Premolar,BM1976.1409,1,4,32.0,23.8192059,1.0,Papio,Native Californian,4,324,72173,64,0,13,2,5,0
Anterior,BRK126755,0,8,27.0,3.43363244,0.25,Homo sapiens,Ona,2,145,61572,101,0,5,2,4,0
Posterior,UCD2(10.1)b,2,8,37.0,2.87094128,0.25,Papio,Khoi-San,2,324,63339,44,0,5,1,5,0
Premolar,MH12328,0,10,37.0,3.63654073,0.75,Homo sapiens,Australian aboriginie,2,324,61457,3,0,10,2,4,0
Anterior,AMNH99.1/79,0,12,27.0,2.64926405,1.0,Homo sapiens,Borneo,2,145,70300,44,0,10,2,6,0
Anterior,MH24934B,0,12,22.0,10.0,0.75,Pan,West Africa,2,120,66324,76,0,10,1,7,0
Posterior,HTB2823,0,12,32.0,3.2920468,1.0,Pan,Borneo,3,106,69039,44,0,10,2,5,0
Premolar,BM1976.1434,0,8,27.0,3.71761878,0.75,Homo sapiens,Ebolwa,3,324,65649,64,0,10,2,6,0
Posterior,BM1908.8.9.42,0,12,22.0,10.0,0.0,Homo sapiens,Native Californian,2,120,71472,3,0,6,1,5,0
Posterior,NMNH350096,0,12,57.0,2.95130863,0.25,Homo sapiens,Borneo,2,145,64709,8,0,5,1,6,0
Premolar,UVS24,0,12,27.0,2.86641,1.0,Homo sapiens,Australian aboriginie,4,166,69765,44,0,5,1,8,0
Posterior,BM1976.1419,0,12,57.0,4.27445115,0.75,Pan,Native Californian,2,383,64501,8,0,13,2,6,1
Anterior,BM1936.12.28.1,0,8,22.0,16.9965704,1.0,Homo sapiens,West Africa,2,324,68155,22,0,10,1,8,0
Anterior,NMNH278703,0,12,22.0,2.86641,0.75,Homo sapiens,Borneo,2,383,70813,44,0,10,1,4,0
Anterior,BM1976.1435,0,4,32.0,5.44334199,1.0,Pan,Native Californian,4,106,72272,7,0,10,2,6,0
Anterior,UCD2(3a)b,0,8,32.0,3.89582582,0.25,Homo sapiens,Afalou,3,166,62042,44,0,10,1,6,0
Posterior,AMNH99.1/107,1,12,32.0,3.92661051,0.75,Papio,Native Californian,4,166,72215,8,0,5,2,3,0
Posterior,MH22282,0,8,27.0,2.59401611,0.25,Homo sapiens,Native Californian,2,324,65631,34,0,10,1,1,0
Posterior,BM1902.11.22.1,0,12,32.0,4.55391036,0.5,Homo sapiens,Ona,2,383,71381,3,0,5,1,6,0
Anterior,HTB1218,2,12,22.0,3.66038599,0.25,Papio,West Africa,2,383,64857,55,0,10,2,7,0
Anterior,AMNH99.1/103,6,12,32.0,2.35589319,1.0,Homo sapiens,Native Californian,4,166,64477,8,0,5,1,4,0
Anterior,BM1907.7.8.11,0,12,22.0,4.59386268,0.25,Pan,East Africa,3,106,71050,102,0,5,2,3,0
Premolar,HTB1744,0,8,27.0,2.98325724,0.25,Homo sapiens,Yaghan,2,145,63578,64,0,13,2,7,0
Posterior,BRK125832,0,11,37.0,3.29146087,0.25,Homo sapiens,Alaska,2,383,65631,58,0,10,2,4,0
Posterior,HTB1748,2,12,27.0,3.63654073,1.0,Homo sapiens,Native Californian,2,166,72090,44,0,5,1,6,0
Posterior,NMNH380431,1,8,32.0,2.81576611,0.5,Homo sapiens,Borneo,2,383,66142,7,0,10,1,7,0
Premolar,UVS34,0,12,57.0,2.392161,0.75,Pan,Australian aboriginie,3,120,64766,65,0,13,1,2,0
Posterior,BM1905.5.10.1,0,6,32.0,5.035316,0.5,Papio,Chucki,2,166,64709,3,0,5,1,6,0
Posterior,HTB3436,0,6,27.0,3.37708808,0.25,Homo sapiens,Native Californian,3,106,61549,48,0,5,1,2,0
Anterior,NMNH380430,0,8,32.0,2.87155209,0.0,Homo sapiens,Khoi-San or bushman half-caste,2,145,66845,101,0,5,1,5,0
Posterior,HTB3398,2,12,27.0,2.93195822,1.0,Pan,Borneo,3,106,67157,44,0,10,2,6,1
Anterior,HTB3437,0,12,22.0,5.69322104,0.25,Homo sapiens,Ebolwa,2,120,69690,48,0,13,2,5,0
Premolar,UCD2(L-23-1)b,3,8,32.0,2.77440906,0.25,Homo sapiens,Khoi-San or bushman half-caste,3,145,72199,7,0,5,1,1,0
Posterior,BM1939.1008,0,12,27.0,2.52520843,0.0,Papio,Khoi-San,2,120,70698,48,0,13,2,4,0
Premolar,AMNH99.1/109,0,12,27.0,3.33164782,0.0,Pan,Borneo,3,145,71407,44,0,13,2,6,0
Posterior,NMNH330606,0,12,22.0,4.42495725,0.25,Homo sapiens,Australian aboriginie,2,383,71829,8,0,5,2,8,0
Anterior,HTB1745,1,4,32.0,3.55691242,0.25,Pan,Australian aboriginie,2,120,62984,7,0,5,2,4,0
Premolar,AMNH99.1/112,0,12,32.0,2.87094128,0.75,Homo sapiens,Borneo,3,145,66472,24,0,13,2,5,0
Anterior,AMNH99.1/89-B,5,11,22.0,3.68843519,0.25,Papio,Khoi-San,2,145,70045,36,0,10,2,4,1
Premolar,HTB1738,0,12,27.0,6.56320224,0.75,Papio,East Africa,4,120,62174,3,0,10,2,3,0
Anterior,BRK125598,0,12,32.0,4.08156052,0.5,Homo sapiens,Native Californian,4,166,67280,8,0,5,1,3,0
Premolar,NMNH344711,0,6,57.0,4.03507241,0.25,Homo sapiens,Native Californian,3,383,63560,8,0,10,1,7,0
Premolar,HTB3413,0,12,52.0,3.20502776,0.75,Homo sapiens,West Africa,2,145,63792,44,0,13,1,4,0
Posterior,NMNH226088,1,10,57.0,3.08319431,0.25,Homo sapiens,Australian aboriginie,3,120,69088,45,0,5,2,5,0
Anterior,NMNH278706,0,8,27.0,4.07615043,0.25,Pan,Ebolwa,2,106,63842,8,0,13,2,7,0
Posterior,MH20325,0,12,22.0,2.95130863,0.25,Homo sapiens,Khoi-San or bushman half-caste,2,120,69542,27,0,10,1,1,0
Posterior,BRK126118,0,12,42.0,2.26582834,0.75,Pongo,East Africa,2,166,68437,8,0,5,1,3,0
Anterior,HTB1703,12,8,27.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,4,145,71621,32,0,13,2,3,1
Anterior,HTB1739,0,8,32.0,3.63654073,0.75,Homo sapiens,Alaska,3,383,63008,4,0,6,2,5,0
Premolar,MH20913,0,12,27.0,2.59401611,0.75,Homo sapiens,Yaghan,3,120,67975,8,0,5,2,5,0
Premolar,HTB1220,0,8,42.0,2.69681693,0.75,Pan,Borneo,2,166,61978,3,0,5,2,1,0
Posterior,BRK126104,0,8,32.0,6.474995012,1.0,Homo sapiens,Native Californian,4,383,62802,1,0,10,1,5,0
Posterior,AMNH99.1/87,0,12,22.0,15.0,1.0,Homo sapiens,Australian aboriginie,4,383,68080,7,0,5,1,5,0
Premolar,NMNH344715,0,8,37.0,5.1517561,1.0,Homo sapiens,Central Africa,2,166,61382,21,0,5,1,7,0
Anterior,BRK125678,0,12,42.0,3.32794049,0.75,Pongo,Buriat,3,145,63057,49,0,13,1,3,0
Anterior,MH10285,0,8,32.0,4.29484575,0.25,Pan,East Africa,4,106,65367,44,0,5,2,6,0
Anterior,AMNH99.1/61,0,12,37.0,4.16498874,0.75,Homo sapiens,Khoi-San or bushman half-caste,2,383,70698,8,0,5,2,4,0
Premolar,NMNH380464,0,8,27.0,2.35589319,0.75,Homo sapiens,Afalou,3,383,71381,8,0,13,1,5,0
Posterior,MH10289,0,12,22.0,3.68843519,0.5,Homo sapiens,Australian aboriginie,2,145,67595,8,0,5,1,5,1
Posterior,NMNH380429,4,12,27.0,2.29036872,0.75,Pan,Buriat,3,166,65102,44,0,5,1,1,0
Anterior,MH19782,3,12,22.0,1.80774282,0.0,Homo sapiens,East Africa,2,383,72298,44,0,10,1,6,0
Premolar,HTB0802,0,12,22.0,3.4773143,0.25,Homo sapiens,Native Californian,3,106,67306,8,0,10,2,3,1
Premolar,BRK125661,0,8,22.0,3.36255085,0.75,Homo sapiens,French Cameroons,4,120,67231,3,0,10,1,8,0
Posterior,NMNH283607,0,12,37.0,20.0797763,0.0,Homo sapiens,Ebolwa,3,383,65102,8,0,6,2,4,0
Premolar,HTB0828,4,8,22.0,2.19049743,0.25,Homo sapiens,Chucki,3,120,70003,57,0,5,2,6,0
Premolar,BRK126291,0,6,22.0,3.4773143,1.0,Homo sapiens,Australian aboriginie,4,106,63990,8,0,10,1,4,0
Anterior,BM1976.1424,0,4,27.0,3.58600079,0.25,Homo sapiens,Afalou,2,106,68098,8,0,5,2,8,0
Posterior,BRK126049,0,4,37.0,3.4773143,0.25,Homo sapiens,Native Californian,4,145,68916,8,0,5,1,6,0
Premolar,NMNH380464,5,4,37.0,2.06875973,1.0,Homo sapiens,Australian aboriginie,2,120,65367,72,0,10,1,1,0
Anterior,BM1914.3.8.2,0,9,37.0,5.01978364,0.25,Homo sapiens,Alaska,3,106,72462,3,0,10,2,5,0
Anterior,HTB1707,2,8,37.0,2.67965585,0.75,Homo sapiens,Sami,4,383,65870,44,1,5,1,7,0
Premolar,BM1927.8.14.1,0,4,32.0,3.44508735,0.25,Homo sapiens,French Cameroons,3,120,68544,102,0,13,1,4,0
Anterior,MH12321,0,6,27.0,3.16442127,0.5,Homo sapiens,Alaska,3,166,64113,44,0,13,2,5,0
Anterior,UVS49,0,8,22.0,4.08156052,0.0,Homo sapiens,Afalou,4,324,69278,44,1,5,2,4,0
Anterior,UVS42,0,8,22.0,3.46891175,0.25,Homo sapiens,Borneo,3,166,70789,44,0,10,2,5,0
Anterior,MH22280,0,12,47.0,4.51398683,0.0,Homo sapiens,Ebolwa,2,120,62794,3,0,5,2,4,0
Premolar,HTB1888,0,12,37.0,3.75801123,0.0,Homo sapiens,Ebolwa,2,120,68056,44,0,5,2,1,0
Premolar,NMNH227455,0,12,37.0,4.94131337,0.75,Homo sapiens,Alaska,3,166,61705,7,0,5,2,3,0
Anterior,MH24934B,0,8,57.0,5.71046472,0.75,Homo sapiens,East Africa,2,120,65763,44,0,10,2,5,0
Anterior,NMNH226090,0,5,32.0,8.29624584,0.25,Homo sapiens,West Africa,4,120,69369,58,0,10,1,4,0
Premolar,BRK126124,10,8,37.0,2.43523526,0.25,Homo sapiens,Alaska,2,106,63784,8,0,13,2,5,0
Posterior,NMNH380453,0,8,27.0,2.64926405,0.25,Homo sapiens,Australian aboriginie,3,166,65169,122,0,6,1,8,0
Posterior,IPHA.36,0,9,27.0,3.80749511,0.0,Homo sapiens,Native Californian,2,383,69971,44,0,10,1,7,0
Anterior,MH8057,0,12,32.0,4.41997173,0.0,Homo sapiens,Australian aboriginie,3,145,69872,8,0,10,1,8,0
Anterior,MH3619,0,12,22.0,2.30054789,0.0,Homo sapiens,East Africa,4,166,71837,48,0,10,1,6,0
Anterior,AMNH99.1/91-A,0,8,37.0,2.62887685,0.25,Homo sapiens,Native Californian,3,166,68866,54,0,5,2,4,0
Posterior,UVS46,0,6,47.0,3.03626772,0.75,Pongo,Alaska,4,120,66050,3,0,5,1,3,0
Anterior,PMN3064,0,11,32.0,3.63654073,0.0,Homo sapiens,Khoi-San or bushman half-caste,3,120,64501,7,0,5,2,3,0
Premolar,BM1924.8.6.16,0,8,27.0,2.18171291,0.25,Homo sapiens,Alaska,3,383,70789,44,0,5,2,6,0
Posterior,MH12324,0,8,47.0,2.95130863,0.5,Pan,Afalou,2,324,67785,44,0,10,2,6,0
Anterior,BRK126247,0,12,42.0,4.43727895,0.0,Homo sapiens,Khoi-San,4,324,70797,8,0,10,1,7,0
Premolar,BRK126773,0,6,42.0,10.0,0.25,Pan,East Africa,2,324,69039,65,0,5,2,4,0
Premolar,BRK125666,1,12,27.0,2.30054789,0.75,Homo sapiens,Native Californian,3,166,64485,7,0,5,2,4,0
Posterior,UCD2(8)b,0,4,27.0,4.94131337,0.25,Papio,Ebolwa,4,120,66316,3,0,6,2,1,1
Posterior,IPHA.29,0,12,32.0,6.19980411,1.0,Homo sapiens,Native Californian,2,145,67306,8,0,10,1,1,0
Posterior,HTB2027,0,8,22.0,3.49014071,0.0,Homo sapiens,Alaska,2,166,69377,7,0,5,1,5,0
Anterior,UVS2,0,8,22.0,5.09801939,0.0,Pan,East Africa,3,120,62554,44,0,5,1,6,0
Posterior,MH12317,6,12,22.0,4.81608016,0.75,Pongo,Australian aboriginie,2,324,71290,44,0,5,2,4,0
Posterior,AMNH99.1/84-D,0,4,42.0,20.0797763,0.75,Homo sapiens,Alaska,2,166,69419,48,0,5,2,4,0
Anterior,UVS102,0,11,42.0,3.80749511,0.25,Homo sapiens,Alaska,3,324,68551,34,0,10,2,5,0
Premolar,BM1976.1437,0,12,42.0,4.9541643,0.75,Pan,West Africa,2,324,66787,58,0,6,2,7,0
Anterior,BRK126121,1,12,47.0,3.38309356,0.0,Homo sapiens,Afalou,2,106,72751,8,0,5,2,5,0
Premolar,NMNH380448,0,8,47.0,3.71761878,0.75,Pan,Borneo,4,166,72298,44,0,10,2,6,0
Anterior,MH22277,0,6,22.0,5.83722718,0.5,Pan,East Africa,3,383,65151,32,0,10,1,1,0
Posterior,HTB1739,0,12,42.0,3.88831042,0.0,Papio,Native Californian,2,145,65557,44,0,5,2,5,0
Premolar,BM1900.6.28.1,0,12,32.0,4.35806278,1.0,Homo sapiens,Native Californian,4,120,62885,21,0,5,2,5,0
Anterior,BM1908.7.17.1,0,12,27.0,2.392161,0.25,Papio,East Africa,2,324,70615,93,0,13,1,5,0
Posterior,AMNH99.1/80(a),0,8,52.0,3.54750963,0.75,Homo sapiens,Khoi-San,4,383,70714,44,0,10,2,5,0
Premolar,HTB3551,0,8,37.0,3.6064238,0.0,Homo sapiens,Native Californian,2,166,61747,44,0,5,1,1,0
Anterior,BRK126259,5,12,22.0,9.29798279,0.25,Homo sapiens,Australian aboriginie,3,166,71407,72,0,5,1,3,0
Posterior,NMNH350097,0,12,37.0,15.0,0.5,Homo sapiens,French Cameroons,2,383,71407,7,0,10,2,2,0
Posterior,BM1939.1007,0,6,42.0,4.43727895,0.0,Homo sapiens,Yaghan,2,166,61911,8,0,10,2,4,0
Anterior,BM1884.10.30.2,0,8,57.0,2.96878123,0.75,Homo sapiens,Ona,3,166,72132,44,0,6,2,4,0
Anterior,AMNH99.1/109,0,8,22.0,2.24541074,0.5,Pan,Arabia,2,120,69971,44,0,5,1,6,0
Posterior,HTB1724,1,12,22.0,3.33164782,0.0,Pan,Alaska,3,324,65078,71,0,5,1,7,0
Anterior,MH19784,0,4,27.0,2.64926405,0.75,Homo sapiens,Borneo,3,145,68882,64,0,5,1,2,0
Premolar,HTB1738,0,11,37.0,3.56943631,0.75,Homo sapiens,Native Californian,3,166,69419,3,0,10,1,4,0
Premolar,BRK125810,0,6,32.0,4.9541643,0.25,Homo sapiens,Alaska,2,324,61655,8,0,5,2,5,0
Posterior,BM1868.4.16.2,0,8,32.0,2.86641,0.25,Pan,Borneo,2,120,69765,7,0,10,1,4,0
Premolar,IPHA.5,0,6,27.0,4.27445115,0.0,Pan,Borneo,3,120,75051,45,0,5,1,7,1
Posterior,BM1930.12.1.2,0,12,42.0,6.96111299,1.0,Pongo,East Africa,2,383,63883,44,0,10,2,4,0
Anterior,NMNH283613,0,12,27.0,10.0,1.0,Homo sapiens,West Africa,3,145,71795,7,0,13,1,4,0
Posterior,BM1899.6.10.2,0,12,27.0,3.16346606,0.0,Homo sapiens,Ebolwa,2,120,64550,8,0,5,2,6,0
Posterior,MH12327,0,7,57.0,3.95602419,0.75,Homo sapiens,Australian aboriginie,3,324,64691,38,0,13,2,6,0
Premolar,NMNH330606,0,8,27.0,3.22275136,0.75,Papio,French Cameroons,2,324,63560,7,0,5,2,5,0
